metric,mean_of_rep_means,std_of_rep_means,cv_of_rep_means,min_rep_mean,max_rep_mean,range_pct_of_mean,mean_within_rep_cv,ratio_between_within,kruskal_H,kruskal_p,anova_F,anova_p,eta_sq
instructions,24729914220.18204,273095703.40410125,0.011043131851271377,24434776563.184544,24973668212.735863,2.1791084463670747,0.3672022717229763,0.030073702429603992,34.63940603761148,3.0071047089917157e-08,29.24266240230295,2.013315287685313e-13,0.0006044027434812433
cycles,57126561141.9647,55098972.36077859,0.0009645070744561822,57065661494.183205,57172958424.282455,0.18782319109425852,0.06410208204517794,0.015046423512054036,21.519939346806495,2.1232666843283706e-05,7.252497369545864,0.0007087883987362262,0.00014996659470797822
L2_RQSTS.MISS,749393654.4910609,25327147.686686374,0.03379685367617226,720198214.8611392,765469257.4390615,6.041022939894984,0.39570092644624166,0.0854100948908538,163.20892922155326,3.6276996312899245e-36,237.006618302693,2.0930114411590208e-103,0.0048776321713307515
L2_RQSTS.REFERENCES,1038721540.0966544,30471634.814398643,0.029335710908202806,1003541544.3104758,1056856010.7855875,5.132700576340291,0.36875727495165433,0.07955290078561526,143.69858870867836,6.25529697913395e-32,205.47091053500537,8.998643721015329e-90,0.004231368718945151
MEM_LOAD_COMPLETED.L1_MISS_ANY,451965360.743325,3574538.559484897,0.007908877250252168,448424020.0435089,455572197.0577128,1.5815762965656603,0.4118672692939794,0.01920249031638159,98.16436072131161,4.829252458614965e-22,11.902461626263102,6.783638549367665e-06,0.0002460945432162313
MEM_LOAD_RETIRED.L1_HIT,8302400166.777535,93758744.17822024,0.011292968574726196,8198499679.4861965,8380698440.052452,2.194531182625151,0.3939157186992743,0.028668489320548156,36.19303963100538,1.3828698323119027e-08,26.595506717303696,2.837223064256641e-12,0.0005497200127190956
MEM_LOAD_RETIRED.L2_HIT,43325033.07035357,1679841.9657837558,0.03877301058387968,41401100.9731593,44500851.85811361,7.15464170545644,1.4247097218292424,0.027214673971689786,148.6195471649617,5.341649424777598e-33,24.035507213165065,3.6652648712776695e-11,0.0004968319895001955
MEM_LOAD_RETIRED.L1_MISS,184238923.82747898,2141582.394865671,0.011623941078113577,182183983.40132365,186457733.63853574,2.3196782462830843,0.46997019350766295,0.024733358069705003,115.15212422046665,9.886303432956626e-26,19.73298912861481,2.7028374116104057e-09,0.0004079319886072035
MEM_LOAD_RETIRED.L2_MISS,140526786.06627384,957094.2702119712,0.006810760403789467,139646529.90811786,141545612.04935178,1.3514022446498526,0.30010633573755147,0.022694490561324245,92.76074558595664,7.198798664131264e-21,16.49737856389539,6.862802254536806e-08,0.00034106635224269254
TOPDOWN.SLOTS_P,171055938154.5137,160982235.98896915,0.0009411087257523615,170881092879.741,171198015414.03992,0.18527420779315223,0.06264275963711773,0.015023423795568645,13.027990438124107,0.0014825447840813954,7.228910558316986,0.0007257026162583429,0.00014947894130559186
TOPDOWN.MEMORY_BOUND_SLOTS,103327149825.08568,890775736.7236114,0.008620926235084727,102302446298.75148,103916757173.6443,1.562329820986605,0.11924499830912844,0.07229591477485708,215.33517672029848,1.7400450619628626e-47,169.308867265882,3.967576277354107e-74,0.0034892635281899343
MEMORY_ACTIVITY.STALLS_L1D_MISS,44279565639.35639,107843265.61474277,0.002435508660881938,44200700472.215996,44402457099.0117,0.4556427414825026,0.05153269970809771,0.04726142186762299,178.53224019640038,1.7069335729698008e-39,72.17158728119922,4.78240320820365e-32,0.0014903580046612052
MEMORY_ACTIVITY.STALLS_L2_MISS,43898493756.43857,108061392.7872762,0.0024616196033247014,43819769288.69731,44021695767.53497,0.4599849825326759,0.05285880686788189,0.046569715610066724,169.9802991839606,1.228137567128345e-37,70.10376900321863,3.770240012134831e-31,0.0014477189541207435
IPC,0.4264149272931803,0.004390802496809978,0.010297018738725098,0.42155516963862366,0.4300962905271639,2.0030070107437474,0.32645844921554945,0.03154159055606592,37.0445686982348,9.033875788743606e-09,32.187911133650935,1.0607633865080037e-14,0.0006652361994474078
L1_miss_rate,0.026236555641083816,0.00016339644444892645,0.006227816131209845,0.026048831162094138,0.026346789748205528,1.1356619755560302,0.5993037103654388,0.010391753001849921,162.64959637411084,4.7983166607575384e-36,3.4969686169694505,0.03029289231037402,7.231566962768459e-05
L2_miss_rate,0.7199598451284198,0.0031031841222178454,0.004310218331224192,0.7164075994146336,0.7221432940071317,0.7966686796921347,0.09665252406956515,0.044594989864123316,151.16606187323487,1.4952256504161652e-33,64.49946512878675,1.0160247042421512e-28,0.0013321381684767877
MemBound_frac,0.6091010172942958,0.005309697411788812,0.008717268993204384,0.6030899782035659,0.6131522152759139,1.6519816560224654,0.16170904693425628,0.05390711996928928,171.86414250623056,4.788236978169886e-38,94.1916005363462,1.357997159610135e-41,0.0019441917132601513
StallL1D_per_cyc,0.7764175816202198,0.0016281639222400339,0.00209702093407313,0.7750777731839178,0.7782296779295684,0.4059548392854879,0.04297788666910026,0.04879302116967099,69.07006185415958,1.003752490860974e-15,77.07528105079444,3.575037808455531e-34,0.0015914591268741615
StallL2_per_cyc,0.7697467302322938,0.0016305349175883873,0.00211827456168125,0.7684055204433251,0.7715616739507092,0.41002493202298,0.04485909854861061,0.04722062257639499,73.72611560550286,9.785373572004658e-17,72.18971226465855,4.6966299331839105e-32,0.0014907317313102766
