rep,metric,n,mean,std,cv,min,max,p1,p5,p25,p50,p75,p95,p99,lag1_acf,slope_per_sec,rolling_cv_60s,rolling_cv_600s
1,IPC,32637,0.42155516963862366,0.1342228590545652,0.3183992718429409,0.20467615337828898,1.886888975443559,0.2120526988671937,0.22085551887537716,0.28713672314277294,0.45098673560504426,0.5621225484665963,0.5853916440219364,0.5873280517382395,0.767514024043767,1.2226854086915532e-06,0.042798457750268415,0.03808189813208885
1,L1_miss_rate,32637,0.026048831162094138,0.014939681863027384,0.5735259970039416,0.0020401570698242596,0.09900168929563252,0.013343863966701737,0.01374080635955897,0.014007997530993493,0.017350460389257333,0.04506942160262422,0.047320116841772536,0.0675306569802027,0.7336856986424833,-1.447153711220089e-07,0.23343157451400406,0.20816582385575466
1,L2_miss_rate,32637,0.7164075994146336,0.06919765628570733,0.09658978539904901,0.18850006169513714,0.8161135942175612,0.3128411075647791,0.6618977594736186,0.7079690090346503,0.7264644432232632,0.7519489782744546,0.7654951428122307,0.7702415157210328,0.868911793073401,3.0181610798778282e-06,0.07766542440510595,0.06853430898845657
1,MemBound_frac,32637,0.6030899782035659,0.1026426100230947,0.170194521104194,0.1674029723871155,0.8356053135143958,0.4890144094529113,0.49016111267541124,0.5012678970788058,0.577393114161095,0.7146300890335736,0.7463266830508973,0.7619256129961598,0.6991145760692744,4.544261824186672e-07,0.016627915796550197,0.011493639847712947
1,StallL1D_per_cyc,32637,0.7782296779295684,0.03234226608395407,0.04155876729090909,0.008770632844649245,0.8570867623888367,0.7387692447023683,0.7400251858642231,0.7478902931155202,0.7759595520678512,0.7973207097849226,0.837004323231165,0.8416925901810419,0.4137223452861071,-1.0973190726408274e-07,0.009280038584116588,0.007119970026746102
1,StallL2_per_cyc,32637,0.7715616739507092,0.033503255432072714,0.04342265377247478,0.008185644135313154,0.8545822197311159,0.7270713559391622,0.7334537887980921,0.7408412899457995,0.7688364530974517,0.7913582434439023,0.8336052607627539,0.8386293743943737,0.38199521088288574,-6.144132828034873e-08,0.010669248956757272,0.008146440969828531
2,IPC,31934,0.4300962905271639,0.14212502683200684,0.3304493202157263,0.11531974872366504,1.848932744097206,0.20741678021069238,0.22008953447512591,0.2864669132456003,0.45825972646128577,0.5792104488625189,0.5964110991030729,0.5989492262315314,0.7587662957342511,-4.051378281088126e-07,0.04398792879823334,0.03875082851665218
2,L1_miss_rate,31934,0.026346789748205528,0.01591610762720057,0.6041004531978934,0.0019490833560895742,0.2399474626287039,0.013260171627680827,0.013745844315755863,0.014051707419950403,0.017774266848388134,0.0451777467466921,0.047309922690310154,0.06873899125248183,0.7557242433414623,-2.1047601713475486e-07,0.24505466918156568,0.20861849194101056
2,L2_miss_rate,31934,0.721328641963494,0.06838065670405831,0.09479819977468608,0.26177364559662575,0.8301620222291564,0.32312057041760134,0.6664501360803465,0.7130488754080995,0.7373766332650614,0.7516891801538172,0.7665801202995642,0.7713573348527529,0.8746333569928726,2.388328016407965e-06,0.07693148535267551,0.06873866475598193
2,MemBound_frac,31934,0.6110608584034075,0.0970793121302544,0.15887012037377954,0.44570941077265247,0.9107790759475165,0.5024377055483906,0.5040741950543712,0.5087057581282353,0.5857069879623573,0.7135184290921835,0.7468715178903945,0.7617714404263443,0.6936850662453211,7.870735872037035e-07,0.018619006378883588,0.01425487268101363
2,StallL1D_per_cyc,31934,0.7750777731839178,0.033794350641596964,0.04360123823803411,0.009550388742140497,0.9006732565708042,0.7364966684035585,0.7377425718295817,0.7425844804759197,0.771851547388755,0.7974292921499815,0.8369722553516405,0.8418130134081011,0.4147690237883709,7.393213309490826e-07,0.012423065061121607,0.010440812694573023
2,StallL2_per_cyc,31934,0.7684055204433251,0.034984974976382616,0.045529312382084824,0.008935821302700929,0.8869546347281227,0.7205756549749615,0.7311789779505604,0.73580969801086,0.7639976034456857,0.7910585992815662,0.8335106972994244,0.8387755818670708,0.386723955271572,8.233797619593956e-07,0.013895906326733872,0.011575852781914293
3,IPC,32139,0.4275933217137532,0.14133103333713465,0.33052675558798106,0.1022482405254096,2.247298595097399,0.21243751639902372,0.2210477300809446,0.2857803454706362,0.45188090618459,0.5735348274470561,0.6004346329199423,0.6019026656550437,0.7595258018278987,1.443000991144493e-06,0.04446015290913378,0.03950192222089649
3,L1_miss_rate,32139,0.02631404601295178,0.016322199634186494,0.6202846808944814,0.002026418826924444,0.25368767012519466,0.013154004656389589,0.013550329279504116,0.013804990230188899,0.01766362581993721,0.045197653327207585,0.047344944272611315,0.0688323922992714,0.7625130159223873,-2.06626507591561e-07,0.28883913851535276,0.22173478058774784
3,L2_miss_rate,32139,0.7221432940071317,0.07118136627034893,0.09856958703496035,0.2546332600394965,0.8235105881546736,0.3095212485034639,0.6649350936179108,0.712146055223192,0.7351754433614068,0.7579543376571278,0.7671930931380294,0.7711184528188253,0.8794807606225178,3.194676418190122e-06,0.08051577207816851,0.07341863417791947
3,MemBound_frac,32139,0.6131522152759139,0.09569006718249408,0.15606249932479535,0.33626662952443215,0.922482795686372,0.501080503350402,0.502391357690934,0.5150457744233142,0.5888325879474008,0.7155857385622233,0.7466853426207978,0.761662247034523,0.6942756929854486,2.5226477778844746e-07,0.019427185865535088,0.010314044724332743
3,StallL1D_per_cyc,32139,0.7759452937471729,0.03396596118259643,0.043773654478357585,0.010696727767126454,0.9108911741303127,0.7350074470747181,0.735737913698732,0.7444736434987917,0.7742902848553258,0.7970322383203603,0.8370543283565312,0.8416147689188115,0.4132986888008204,-2.084711405136226e-07,0.009714343450909843,0.0071862088591291675
3,StallL2_per_cyc,32139,0.7692729963028471,0.03509833392505563,0.04562532949127222,0.010170553441224972,0.8978244413403728,0.7249938841731048,0.729047247967368,0.7370691127590618,0.7667892197984623,0.791034756291811,0.8337678626494653,0.8385794499178807,0.38374364450336723,-1.5956531902103787e-07,0.01101425968363845,0.008291011430846842
