rep,instructions,cycles,MEM_LOAD_COMPLETED.L1_MISS_ANY,MEM_LOAD_RETIRED.L1_HIT,MEM_LOAD_RETIRED.L2_HIT,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_HIT,MEM_LOAD_RETIRED.L3_MISS,IPC,L1_miss_rate,L2_miss_rate,L3_miss_rate
1,354569508.24861914,93483926.72616136,18586737.82146461,152167371.09283704,3075453.3785324404,7538618.957031767,6732679.406670122,0.0,0.0,0.09865396730076975,0.01151713508207205,0.12966036610439402,
2,349834444.9487317,93686534.70375709,18470474.645701442,151055876.53317115,3047241.9843906905,7502895.243149482,6704078.143194447,0.0,0.0,0.09744078104852867,0.011505731839578197,0.12842847989523182,
3,337184678.488515,95840001.44108817,18522275.44391155,147749407.3767973,3101565.557780558,7538496.023970671,6723542.182244652,0.0,0.0,0.09461002855785147,0.011441274992364414,0.12777147023973842,
