metric,description,mean,std,cv_pct,range_pct,damov_threshold,damov_verdict
llc_mpki,LLC MPKI (L2_MISS×1000/instructions),7.294078427271813,0.011709258871408886,0.16053102510701234,0.3192845345801224,1.0,✓ EXCEEDS
lfmr,LFMR (L2_MISS/L1_MISS),0.7851328846378203,8.382673304838203e-05,0.010676757360258967,0.021255902841344394,0.1,✓ EXCEEDS
ipc,IPC (instructions/cycles),0.419020903716354,0.0009023618618283512,0.21535008249592796,0.4288762251822788,1.0,✓ EXCEEDS
mem_bound_frac,Memory-bound fraction (TDB),0.5974982895564094,0.0015267891235106511,0.2555302919183517,0.5007362923337864,0.2,✓ EXCEEDS
l1_stall_frac,L1D stall fraction (STALLS_L1D/SLOTS),0.2580174971254741,6.569029630052432e-05,0.025459628526114674,0.047895370223113944,—,—
l2_stall_frac,L2 stall fraction (STALLS_L2/SLOTS),0.25606659895974887,6.791444829195824e-05,0.026522181560521964,0.048436527601460666,—,—
l2_hit_rate,L2 hit rate (L2_HIT/L1_MISS),0.21260560878606571,9.412351019028189e-05,0.04427141444090199,0.08818473782089105,—,—
l2_miss_rate_req,L2 miss rate (L2_RQSTS.MISS/L2_RQSTS.REF) — includes prefetcher,0.7033946764194957,0.0011685465627510538,0.16612957162248232,0.32818359147977644,—,—
l1_miss_rate,L1 miss rate (L1_MISS/(L1_HIT+L1_MISS)),0.027654149972928258,5.127637214805319e-05,0.18542017092642393,0.3624895750928971,—,—
