metric,mean_of_rep_means,std_of_rep_means,cv_of_rep_means,min_rep_mean,max_rep_mean,range_pct_of_mean,mean_within_rep_cv,ratio_between_within,kruskal_H,kruskal_p,anova_F,anova_p,eta_sq
instructions,7225660918.921093,17351728.63364503,0.0024014036678925593,7213438303.100302,7245521344.383123,0.44401531766885305,0.1273732181944275,0.018853285658739987,11.460428677106393,0.003246381334355902,2.3481870150944033,0.09556878142314491,0.00023671602335287133
cycles,14291210289.3021,12606073.635267226,0.0008820857981988896,14279000475.578583,14304178389.96307,0.1761776215925845,0.047793818761131736,0.018456064425557993,19.260007258330006,6.572681128655684e-05,2.253606421210047,0.1050466848013518,0.0002271837094573854
L2_RQSTS.MISS,182031444.640071,3013244.3504085774,0.016553427658428113,179600984.5109832,185402895.74754047,3.1873126360279884,0.26909712924189616,0.06151469435984932,70.12301842615949,5.928980494213526e-16,25.009301127949147,1.4199410976529208e-11,0.002515391273017156
L2_RQSTS.REFERENCES,252104554.20495746,4963715.18605805,0.01968911351765038,248330869.92804122,257727430.16043591,3.7272473169030595,0.23397972405900938,0.0841488021957185,132.443998091323,1.7384060865067072e-29,46.81115855105382,5.223969983201912e-21,0.004697882051874903
MEM_LOAD_COMPLETED.L1_MISS_ANY,157523269.4794807,436642.264073058,0.0027719223040246497,157057072.60693815,157922656.291168,0.5494957583664193,0.1317375559295165,0.021041245865436507,18.335611313101253,0.00010434522796348564,2.929540109639171,0.05344471547613752,0.00029530375653540443
MEM_LOAD_RETIRED.L1_HIT,2362135620.9666915,5346345.220985842,0.0022633523551869044,2357535443.2375565,2368001124.3747916,0.44306012933127603,0.1254154562918078,0.018046837464121616,15.576827951239872,0.00041450978553575225,2.152674286707079,0.11620020240008569,0.00021701105445830253
MEM_LOAD_RETIRED.L2_HIT,11441923.532853892,150528.4387366924,0.013155868268518918,11273422.637254901,11563111.725647628,2.531821573190252,0.22305141588367042,0.058981325970959946,42.34969437988845,6.366206332637618e-10,22.993325257731456,1.0609228003263919e-10,0.002313096996836955
MEM_LOAD_RETIRED.L1_MISS,60723447.774987064,241767.8255362888,0.003981457482983644,60575814.85309201,61002459.439933345,0.7026027053376225,0.09862764213052616,0.040368576161584485,54.817531308173336,1.2488903809530145e-12,10.76658489021614,2.1216212362997834e-05,0.001084437529769976
MEM_LOAD_RETIRED.L2_MISS,49186106.73456809,162124.7433244173,0.0032961491381971026,49015903.78265476,49338718.5709741,0.6563129504463494,0.09346028152391243,0.03526791364686571,28.08718220268358,7.960601398808995e-07,8.21327516780342,0.0002719544165265813,0.0008274745542319293
TOPDOWN.SLOTS_P,6.465130622e-314,0.0,0.0,0.0,1.9395391865e-313,299.99999999235797,0.0,,8.001600279854582,0.018300989676256933,,,
TOPDOWN.MEMORY_BOUND_SLOTS,6.4651306244e-314,0.0,0.0,0.0,1.9395391873e-313,300.0,0.0,,8.001600279854582,0.018300989676256933,,,
MEMORY_ACTIVITY.STALLS_L1D_MISS,10482017539.908873,15493600.448008507,0.0014781124329375243,10464482214.008022,10493856996.147552,0.28023977280795087,0.036107383657516166,0.04093656984282322,245.64495845982324,4.5590569447071376e-54,11.003351495696904,1.674766083202004e-05,0.0011082588287628756
MEMORY_ACTIVITY.STALLS_L2_MISS,10426316881.179922,16306150.990333142,0.0015639416273417362,10408016000.146208,10439301232.906227,0.3000602524990476,0.03549986278130396,0.04405486401387973,277.08048432747455,6.803577038172536e-61,12.734492846297877,2.9718555901831467e-06,0.0012823959852581283
IPC,0.5041483145056226,0.0012039233543295943,0.0023880340758655207,0.5030895252171411,0.5054578728346423,0.4697719995005043,0.09370550769825343,0.025484458005983687,18.927409713440284,7.761849226969137e-05,4.2620569133601185,0.01410619292135755,0.0004295665315205146
L1_miss_rate,0.025500698713261733,5.6112084890336955e-05,0.002200413624790432,0.02544876613870423,0.02556021826931735,0.4370552033351067,0.17299794547924974,0.012719304952984895,62.31454692965781,2.9414946516676684e-14,1.0681269625364258,0.34367135303044366,0.00010768963310670219
L2_miss_rate,0.7158535376120595,0.0023619195220812065,0.003299445204894964,0.7131748999495391,0.7176370850257904,0.6233377139039117,0.04228844632578127,0.0780223794337757,78.93134696460038,7.248961314175682e-18,40.25467012832969,3.57275520562603e-18,0.004042544877018035
MemBound_frac,,,,,,,2.785871921927449e-05,,,,,,
StallL1D_per_cyc,0.7339956454429254,0.001570113333078008,0.002139131673091238,0.7321829082463542,0.7349292862034802,0.3741681540179534,0.025947810513637665,0.08243977548575637,207.70318261725333,7.903636492759342e-46,44.31290256039897,6.280840407501798e-20,0.004448276934513557
StallL2_per_cyc,0.7301246109782785,0.0016116215593977156,0.00220732397616119,0.7282639665297057,0.7310836686808436,0.3861946452345793,0.02679854529426674,0.08236730583407537,203.21527524857083,7.45355843356932e-45,44.27866343878193,6.498625347130826e-20,0.004444855174436996
