rep,file,ticks,ts_start,ts_end,duration_s
1,epidemiology_1.perf,48460,1.001051643,48517.37893345,48516.377881807006
2,epidemiology_2.perf,48149,48518.380095644,96723.547003719,48205.16690807499
3,epidemiology_3.perf,48165,96724.548200085,144945.354178597,48220.805978511984
