rep,event,n,mean,std,cv,min,max,p1,p5,p25,p50,p75,p95,p99,lag1_acf
1,instructions,15614,51570969019.506805,18552045786.4869,0.3597381654680477,2811247873.883249,84537476305.86601,23655373714.541813,25170260751.180347,31324241011.00219,54214717592.27371,71853144276.23938,73075833011.06401,73290843014.72133,0.30584919877736416
1,cycles,15614,97828669917.84393,5666005405.296267,0.057917637130859,5749355515.002519,105667874595.93124,91912225258.2808,92106660210.70457,93014892803.84195,98331851462.37364,102801998367.76193,103023131892.35266,103195700694.41524,0.5481216685640299
1,L2_RQSTS.MISS,15614,1448773010.438405,370129013.839011,0.2554775739002816,83453902.65891746,2791707543.635539,561596062.1843832,929038008.0127463,1237851729.0687401,1389332707.1381729,1612407613.0427008,2132104520.227545,2217224271.217271,0.26565730384555875
1,L2_RQSTS.REFERENCES,15614,2011887037.717596,606169877.8896099,0.30129419123714074,257316601.7179851,6077399541.6012125,812605423.7106543,1428818600.6379561,1698749962.3555937,1847483032.331151,2260296137.211021,2838482856.726662,4565848612.430901,0.5066551435274224
1,MEM_LOAD_COMPLETED.L1_MISS_ANY,15614,971480539.23668,479554848.55498093,0.4936329953987353,119209895.36713286,3603642467.459555,559507028.4846853,608984720.7492895,624327994.8162115,852470917.5193237,1159650485.4980223,1461004085.888925,3387265222.603172,0.6764623138657296
1,MEM_LOAD_RETIRED.L1_HIT,15614,17296209487.195988,6657040624.534896,0.38488436610709187,790901824.2069902,26539423186.926594,5432320690.778536,6161325220.0052595,10655609889.463135,19015982387.0,24113994571.12879,24562046254.186703,24625818265.96643,0.2679116755364393
1,MEM_LOAD_RETIRED.L2_HIT,15614,174105996.25298172,316675089.7680857,1.8188637759950923,17729569.587840438,2442733608.1841025,26167581.597530276,32424769.476346362,79579679.01894295,124718682.46595955,148536412.4999237,215854627.2974461,2133550033.2824306,0.8651741798299347
1,MEM_LOAD_RETIRED.L1_MISS,15614,614996965.4091268,396601265.35079503,0.6448832883052619,77355968.31382066,3095661051.8334827,374390857.70605147,418370796.3546251,449211000.8435909,510589802.4997113,620316444.497147,830110781.6353893,2913130478.213062,0.7877273419582015
1,MEM_LOAD_RETIRED.L2_MISS,15614,439947718.4501364,114342181.06234334,0.2598994750220596,14949661.77502267,1119846252.21101,319347229.6463032,337480237.58393973,382361351.6353334,387693337.8845378,469903931.2344679,632033360.1451985,869699116.1175388,0.258134748667146
1,TOPDOWN.SLOTS_P,15614,410209876496.7883,23204941086.564697,0.056568460234882656,47938980760.49397,442971494929.0116,385186474252.145,386113784875.12274,389884012961.0624,412263800282.284,431057029997.9199,432119529248.04877,432810517741.0622,0.5276569040074289
1,TOPDOWN.MEMORY_BOUND_SLOTS,15614,249163351661.30365,26629722775.354908,0.10687656349860637,8408493934.768135,295648098249.76807,217176057612.75262,219678714457.26505,222049307050.1573,246319824138.70325,277786316195.0038,283984855265.3275,286089052371.38104,0.35458426589013287
1,MEMORY_ACTIVITY.STALLS_L1D_MISS,15614,104894431740.00024,4467888814.22234,0.04259414670644108,1759131916.4180408,111661658852.8006,98661764675.51842,100971888412.21909,104376710917.28448,105539066501.45712,106127683969.84444,107366161671.80948,110271764548.81583,0.7590568025438418
1,MEMORY_ACTIVITY.STALLS_L2_MISS,15614,103873295858.85031,4562485003.37502,0.043923560580717655,1589809067.8614242,111114961353.11682,94807112230.74304,99604743209.01752,103382189264.35614,104556357081.36899,105273797357.9256,106492960424.45323,109281246293.58887,0.7225117720459302
2,instructions,15650,51463555648.77016,18434674303.881573,0.3582083295933734,1156913146.87339,84279850504.8682,23615933247.464836,25219201384.090015,31278826737.78663,54212268148.41394,71523247809.93274,72807046258.00392,73069674671.39838,0.30690201365286013
2,cycles,15650,97844056944.10907,5629523144.162529,0.057535667673492434,5750047125.589505,105743497887.70818,91953110208.36835,92128697056.22676,92980532432.96454,98447194179.98802,102819595125.54247,103042161242.61774,103207752157.27173,0.5393512019314447
2,L2_RQSTS.MISS,15650,1453167481.3126857,365851515.7246686,0.25176142490759906,119128910.37254126,2759826105.3753757,556242095.2062714,897382204.9632641,1251514052.8788328,1398565262.1624684,1622939171.969875,2129474736.5009418,2163464773.4595513,0.27864982158753526
2,L2_RQSTS.REFERENCES,15650,2013769334.4271755,598624087.3889784,0.29726546986040947,175593273.54711357,6021901823.596571,799135134.1375155,1418056369.8948612,1708203168.9648056,1849336099.5620642,2260779102.921633,2829421334.870153,4560493693.931269,0.5156135244793941
