rep,llc_mpki,lfmr,ipc,mem_bound_frac,l1_stall_frac,l2_stall_frac,l2_hit_rate,l2_miss_rate_req,l1_miss_rate
1,6.146311884009517,0.7530769286786898,0.45558535167252784,0.600046451827955,0.2538533248114966,0.25146351856686355,0.24504454063037379,0.7276924426779695,0.024805713061590354
2,6.14718085990297,0.7540984907715309,0.4547840050698915,0.5996940516533564,0.25406798404640424,0.25176127025575645,0.24427144531294842,0.7302576854828161,0.02476960980332783
3,6.14612494325311,0.7402355495531051,0.45496708113759626,0.5969961800255398,0.2542444884649791,0.25202181588214834,0.25836603109024875,0.7342348980095204,0.0251943308581517
