rep,l2_mpki,lfmr,ipc,l1_miss_rate,l2_hit_rate,l2_miss_rate,l3_miss_rate
1,6.5695979547684535,0.8257845063592953,0.6378270244664371,0.02399362774866576,0.17455614697651553,0.8254899528690125,
2,6.567195808129924,0.8236340079705532,0.634329018926567,0.024015447437297003,0.17667563368770406,0.8233624790952122,
3,6.576068929003917,0.8253653868320098,0.6346058580907087,0.023992336706329682,0.17495455465398685,0.8250869707487812,
