rep,event,n,mean,std,cv,min,max,p1,p5,p25,p50,p75,p95,p99,lag1_acf,slope_per_sec,rolling_cv_60s,rolling_cv_600s,cov_mean,cov_min
1,instructions,96173,2206170337.6082063,354569508.24861914,0.16071719495287093,292374549.0,10602982670.0,1490255909.92,1523133152.2,2039998349.0,2394372214.0,2403172952.0,2530331362.6,2610307803.88,0.9066534990114943,-1305.1015299502549,0.029976638077036148,0.023606788592176232,55.554771423339844,55.349998474121094
1,cycles,96173,3457326178.696661,93483926.72616136,0.027039371437439213,3385450884.0,4029721836.0,3395369133.72,3396567674.4,3414198659.0,3418731989.0,3448868754.0,3615312220.0,3898114212.8399997,0.8420300355918914,-1661.609342194401,0.01605067019485685,0.01575927646358705,66.66692352294922,66.45999908447266
1,MEM_LOAD_COMPLETED.L1_MISS_ANY,96173,48122490.6370187,18586737.82146461,0.38623806821766155,3421738.0,309623387.0,31327172.16,34782096.4,35023684.0,38675692.0,53568565.0,99144336.79999991,102663105.28,0.8134874696660367,-97.5272474976377,0.08299441360466825,0.0802868888285272,66.66712951660156,66.51000213623047
1,MEM_LOAD_RETIRED.L1_HIT,96173,728414494.1331038,152167371.09283704,0.20890217358172358,36286690.0,3706821210.0,340868440.16,348429523.8,776167723.0,788187867.0,791159862.0,815368725.4,857326061.12,0.8117342962942704,-222.0867578000213,0.02198758854440985,0.014716068447984197,66.66683959960938,66.4800033569336
1,MEM_LOAD_RETIRED.L2_HIT,96173,3151852.053071028,3075453.3785324404,0.9757607041027995,39453.0,54304988.0,58958.0,93056.40000000001,1263865.0,1597477.0,4778975.0,10925070.399999999,12695598.6,0.9182951027411382,-64.44968876887316,0.7825685575720942,0.7815244550390331,66.66649627685547,66.51000213623047
1,MEM_LOAD_RETIRED.L1_MISS,96173,16924297.86105248,7538618.957031767,0.4454317111955485,1869514.0,114774219.0,7953326.5200000005,12203450.0,12282189.0,13681940.0,18281526.0,38542591.599999994,40315664.36,0.7531601719817341,-89.98221725641505,0.20226391780253286,0.20181275808089524,66.66697692871094,66.5
1,MEM_LOAD_RETIRED.L2_MISS,96173,13778811.613602571,6732679.406670122,0.4886255502632432,103491.0,60706779.0,7441285.96,9361810.6,10988943.0,11052452.0,14182746.0,36118096.799999975,38192249.16,0.6514095058873305,-25.51452532205752,0.08309074085367658,0.08092575833129247,44.443885803222656,44.290000915527344
1,MEM_LOAD_RETIRED.L3_HIT,96173,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,44.44624328613281,44.310001373291016
1,MEM_LOAD_RETIRED.L3_MISS,96173,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,44.44456481933594,44.27000045776367
2,instructions,96720,2193146158.9519644,349834444.9487317,0.1595125995231921,278606953.0,10652293603.0,1475194303.16,1501420347.2,2020792919.0,2369514990.0,2385782682.25,2553477282.7000003,2696983975.39,0.903805950312941,-1245.3833703009898,0.0340555016470355,0.027528973310739314,55.555030822753906,55.41999816894531
2,cycles,96720,3455592591.763048,93686534.70375709,0.027111568339124748,3362093081.0,4028985329.0,3394943693.07,3396939037.7,3409104926.25,3419021113.5,3447870786.75,3621961683.45,3899494243.08,0.838559400309124,-1553.8765137348341,0.01555296317470532,0.014681946059897146,66.6670150756836,66.5
2,MEM_LOAD_COMPLETED.L1_MISS_ANY,96720,47808198.262934245,18470474.645701442,0.3863453406906912,3159016.0,246727706.0,31127704.86,34230004.8,34867514.75,38279126.0,53298837.5,98636582.75,102046248.96,0.8160851504597365,-98.06458822134961,0.08414329626405243,0.08170368396452292,66.66720581054688,66.51000213623047
2,MEM_LOAD_RETIRED.L1_HIT,96720,724232915.6031741,151055876.53317115,0.20857361392828294,31800225.0,3918995587.0,337178848.59,343197640.3,768080812.75,781158660.0,785967361.5,827137835.3,893608232.11,0.8134842851803249,-208.26088058447144,0.026586184211402835,0.01931307030928107,66.66683197021484,66.4800033569336
2,MEM_LOAD_RETIRED.L2_HIT,96720,3165714.559170802,3047241.9843906905,0.9625763559645936,40200.0,38754977.0,50692.28,93862.75,1291290.5,1660501.5,4741648.0,10848524.35,12727705.819999998,0.9202566409489572,-62.620283619062214,0.7717716534341885,0.7709496462918034,66.66651153564453,66.5
2,MEM_LOAD_RETIRED.L1_MISS,96720,16845736.666304797,7502895.243149482,0.44538837284313804,1778467.0,80797987.0,7957583.0600000005,12072704.65,12246485.5,13651632.5,17981514.5,38388368.90000001,40124199.2,0.7564453314374405,-88.59556650119275,0.2033965577794331,0.20287715296577719,66.66705322265625,66.5
2,MEM_LOAD_RETIRED.L2_MISS,96720,13685734.703670388,6704078.143194447,0.48985884122074025,136611.0,41604314.0,7461293.26,9247431.15,10889405.5,10993469.5,14106438.75,35910067.40000002,37981972.1,0.6547681681272971,-25.954117029505266,0.08466604549083682,0.08250232570167829,44.4437141418457,44.31999969482422
2,MEM_LOAD_RETIRED.L3_HIT,96720,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,44.44614791870117,44.31999969482422
2,MEM_LOAD_RETIRED.L3_MISS,96720,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,44.44471740722656,44.33000183105469
3,instructions,96445,2191655230.8213696,337184678.488515,0.15384932527099524,303289192.0,6392046533.0,1491348629.52,1518415385.8,2026667886.0,2378060272.0,2391896983.0,2577127272.0,2703614939.3599997,0.9072368115083341,-1199.6681889386648,0.03965771617896098,0.0367309555832383,55.555206298828125,55.41999816894531
3,cycles,96445,3452031663.996454,95840001.44108817,0.02776336104928226,2556673365.0,4000467289.0,3394440185.4,3395665429.4,3409934402.0,3417808590.0,3424870604.0,3629954371.8,3894568010.64,0.8433312263631352,-1586.7268366255066,0.01571336713260967,0.015003910952189364,66.66710662841797,66.51000213623047
3,MEM_LOAD_COMPLETED.L1_MISS_ANY,96445,47972593.27563897,18522275.44391155,0.3861011919344659,22927685.0,102912516.0,31437559.28,34714523.0,34981766.0,38428973.0,54547216.0,98369493.80000001,102407667.32,0.8198548835907388,-96.82860953150737,0.08856858633985326,0.0864277417348446,66.6671142578125,66.4800033569336
3,MEM_LOAD_RETIRED.L1_HIT,96445,723564427.7671108,147749407.3767973,0.2041966156804387,38301768.0,1480542104.0,341019280.32,347159640.0,760774105.0,783525851.0,788208401.0,828405333.8,883466641.2799999,0.8129219097138252,-185.8527912527066,0.03352924529588831,0.03018259156525438,66.66691589355469,66.45999908447266
3,MEM_LOAD_RETIRED.L2_HIT,96445,3146376.828078179,3101565.557780558,0.9857578183586508,40319.0,13290725.0,58286.0,97008.4,1301776.0,1619043.0,4630151.0,11107941.6,13060549.68,0.9211261346058484,-63.96279698476205,0.7931848329912976,0.791755945821395,66.66637420654297,66.38999938964844
3,MEM_LOAD_RETIRED.L1_MISS,96445,16852009.41062782,7538496.023970671,0.44733514207608227,4825871.0,40349662.0,7922048.12,12185396.0,12268367.0,13635530.0,17263162.0,38192591.800000004,40221159.76,0.7602217608158593,-89.44783961060706,0.20932404183112388,0.20872596811051078,66.66703033447266,66.51000213623047
3,MEM_LOAD_RETIRED.L2_MISS,96445,13711195.261465084,6723542.182244652,0.4903687865303014,4770649.0,38389907.0,7466757.840000001,9352614.8,10900085.0,11003560.0,13923578.0,35978241.0,38139725.72,0.6532088305370617,-25.466110701475003,0.0860486284380241,0.08401537556079199,44.443782806396484,44.29999923706055
3,MEM_LOAD_RETIRED.L3_HIT,96445,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,44.446022033691406,44.33000183105469
3,MEM_LOAD_RETIRED.L3_MISS,96445,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,44.4448356628418,44.34000015258789
