metric,description,mean,std,cv_pct,range_pct,damov_threshold,damov_verdict
llc_mpki,LLC MPKI (L2_MISS×1000/instructions),6.688851299515339,0.007729883867492,0.11556369728315072,0.22996702624117193,1.0,✓ EXCEEDS
lfmr,LFMR (L2_MISS/L1_MISS),0.7993711929700456,0.009600270234115882,1.200977758336061,2.36398308216929,0.1,✓ EXCEEDS
ipc,IPC (instructions/cycles),0.42191002534413835,0.009504704272428381,2.252779906018043,4.5048910211520345,1.0,✓ EXCEEDS
mem_bound_frac,Memory-bound fraction (TDB),0.6166524649779636,0.0019601637224088025,0.31787170792852504,0.5545796726765027,0.2,✓ EXCEEDS
l1_stall_frac,L1D stall fraction (STALLS_L1D/SLOTS),0.2600310577289482,0.0016664424200510644,0.6408628394644054,1.2784514410270806,—,—
l2_stall_frac,L2 stall fraction (STALLS_L2/SLOTS),0.2578604341989124,0.001719939914522824,0.6670041954540686,1.3321278453966694,—,—
l2_hit_rate,L2 hit rate (L2_HIT/L1_MISS),0.19832495617130733,0.009539236962150558,4.809902468306028,9.495541132361584,—,—
l2_miss_rate_req,L2 miss rate (L2_RQSTS.MISS/L2_RQSTS.REF) — includes prefetcher,0.7182478276549026,0.004929561909302104,0.6863316141724018,1.2198883991931266,—,—
l1_miss_rate,L1 miss rate (L1_MISS/(L1_HIT+L1_MISS)),0.026180130774860904,0.0002230763212844021,0.8520825323707243,1.5856166074174953,—,—
