rep,llc_mpki,lfmr,ipc,mem_bound_frac,l1_stall_frac,l2_stall_frac,l2_hit_rate,l2_miss_rate_req,l1_miss_rate
1,6.124834169690228,0.7574913307080298,0.4541139234095469,0.5967074350089517,0.25383101228379956,0.2515082348840808,0.24097259620383163,0.7307697431006491,0.02456359953773348
2,6.080847764290473,0.7544559516294392,0.4541546056510538,0.5991184975890215,0.2540939743518161,0.2518296773363085,0.24416936530316552,0.7360015923212495,0.024507405950348192
3,6.135305717648282,0.7539755038587351,0.4502704203602213,0.5925715446177404,0.2544592702848977,0.25221271597798034,0.2443958818528729,0.732873279021525,0.024775821051833145
