rep,event,n,mean,std,cv,min,max,p1,p5,p25,p50,p75,p95,p99,lag1_acf,slope_per_sec,rolling_cv_60s,rolling_cv_600s,cov_mean,cov_min
1,instructions,10823,4418551575.228402,539819937.860152,0.12217124292189524,1969158602.0,21924639065.0,3442155817.5,3499224069.8,4019666812.5,4668679615.0,4753555438.0,4927629082.4,5052475970.5,-0.15830855652509196,-23968.497605205845,0.018581119851731862,0.015781905095338555,46.667877197265625,46.36000061035156
1,cycles,10823,6776017415.571745,76325502.99674457,0.011264065352214624,3436999049.0,7949706502.0,6736693382.36,6743539318.2,6759624692.5,6775663780.0,6787355244.0,6823995612.3,6853997660.62,0.5329704181849244,-3149.1431409411944,0.0019228197049811961,0.0015804976805595572,53.334800720214844,53.029998779296875
1,L2_RQSTS.MISS,10823,100799409.98364595,45195193.20956592,0.4483676364464688,37467543.0,256806847.0,55154684.12,59840504.6,66270715.5,73827280.0,138580985.0,186445031.0,192125787.54000002,-0.3054329343396999,518.3699009415233,0.019770260591704655,0.016492532372272797,53.33305358886719,52.95000076293945
1,L2_RQSTS.REFERENCES,10823,137905214.87517324,55708573.587356016,0.40396277717112716,76115372.0,436788423.0,85137424.9,91536974.0,94934327.5,104074978.0,184481804.5,243288206.6,249448202.96,-0.30875736499570733,139.13126942064167,0.011272156429324056,0.00566504171615372,53.3336181640625,53.040000915527344
1,MEM_LOAD_COMPLETED.L1_MISS_ANY,10823,99130157.33382611,20897051.623922043,0.21080418094717737,29901432.0,490287582.0,77486869.3,82369255.9,83220187.5,85957006.0,116005945.0,138896792.3,141332139.3,-0.29723879354010263,-41.77787871267234,0.009323153481571048,0.004886598250701821,39.99999237060547,39.47999954223633
1,MEM_LOAD_RETIRED.L1_HIT,10823,1439470255.6228402,177515847.78335306,0.12332026110990689,406695975.0,7600582374.0,1119833346.64,1143998421.6,1311379776.5,1515552223.0,1544039243.0,1598880522.2,1639797315.4800003,-0.2261375395744955,-8176.4713033138105,0.019652834108972086,0.016631216498258935,39.998817443847656,39.599998474121094
1,MEM_LOAD_RETIRED.L2_HIT,10823,5950090.610736394,1772224.2740551757,0.2978482833282167,1786274.0,62095243.0,3268582.84,3860803.8,4460668.0,5751896.0,7308720.0,8545629.7,9513618.180000002,0.2858155552793677,-342.6748858592947,0.18760850886678423,0.18056142037991693,26.667585372924805,26.3799991607666
1,MEM_LOAD_RETIRED.L1_MISS,10823,36235495.42104777,5397574.847441591,0.14895821858437605,10642382.0,139146093.0,31275356.04,32095177.2,32543849.0,33189126.0,41562380.5,45577716.7,46367690.6,-0.3190778234880534,-117.90985537401149,0.012558645315063878,0.011258833003994379,26.66563606262207,26.329999923706055
1,MEM_LOAD_RETIRED.L2_MISS,10823,30202823.523514736,4655328.285809733,0.1541355324671972,1003008.0,75012091.0,23544783.02,25336273.8,27261498.5,28062017.0,35226568.5,38429217.0,39435671.720000006,-0.2899006281765281,222.77581136987874,0.025909808825224926,0.022538702032618572,26.667335510253906,26.329999923706055
1,TOPDOWN.SLOTS_P,10823,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0
1,TOPDOWN.MEMORY_BOUND_SLOTS,10823,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0
1,MEMORY_ACTIVITY.STALLS_L1D_MISS,10823,4810999709.044535,142243649.96566907,0.029566339340710266,167782172.0,5095263297.0,4702642600.44,4718907390.0,4745535952.5,4768378337.0,4884396007.5,4997376031.2,5020205950.78,0.3356195521282961,5319.497310050218,0.003810521767982242,0.0030500410907708243,39.99995040893555,39.70000076293945
1,MEMORY_ACTIVITY.STALLS_L2_MISS,10823,4795537731.3532295,144562995.06840298,0.030145314908743184,122264430.0,5084363358.0,4686515010.4,4700202416.9,4727242713.5,4750381840.0,4871982882.0,4986597278.6,5011180585.2,0.32252213845224914,5051.00370193925,0.003674433059644067,0.002900930247547905,40.001258850097656,39.689998626708984
2,instructions,10804,4423037421.673454,511222314.8838927,0.11558172950986971,1934261286.0,20193781110.0,3458858736.39,3514758289.1,4041108314.75,4674443923.0,4761044026.5,4919922806.75,5054790080.11,-0.18741354682835148,-22506.18442810612,0.018353943370932,0.015703340444968208,46.66815948486328,46.27000045776367
2,cycles,10804,6770890274.573861,61847528.28555583,0.009134327359846092,3435275785.0,8004439226.0,6737723369.26,6743894289.9,6758075405.0,6772556636.0,6781776814.25,6796942719.0,6816984799.82,0.5349776447463095,-1867.9082507193855,0.0010745412351614596,0.0006445122305124402,53.33494567871094,53.02000045776367
2,L2_RQSTS.MISS,10804,100949756.93826361,45349974.41815501,0.44923312144167954,53081215.0,251010975.0,55298965.53,59749987.85,66296795.75,73766814.0,137980276.5,186939575.05,192526257.06,-0.3079699695849773,535.2889426049652,0.019652794669815062,0.016383152954781374,53.332950592041016,53.029998779296875
2,L2_RQSTS.REFERENCES,10804,137806265.50360978,55921681.651896656,0.4057992678891063,76077660.0,443855579.0,85014851.84,91154776.5,94792277.0,103527994.5,183435810.75,243421692.4,249635333.84,-0.311756372940274,210.13875547072962,0.011336144553140517,0.005740686321754995,53.33389663696289,53.029998779296875
2,MEM_LOAD_COMPLETED.L1_MISS_ANY,10804,99422218.52924843,21214278.32941004,0.2133756281365733,43581867.0,493372970.0,77628306.43,82606590.05,83458302.0,86079545.0,116481683.5,139206333.55,141699100.8,-0.30051541736421566,-36.57622181481158,0.009185860316601539,0.004925485855264894,39.9998893737793,39.560001373291016
2,MEM_LOAD_RETIRED.L1_HIT,10804,1441066895.683173,166948276.92634046,0.11585046983345944,497629704.0,6926255946.0,1122561502.19,1149965467.3,1318313516.25,1515851549.5,1545788662.25,1595394613.25,1642800395.12,-0.23887099501412692,-7810.36363325226,0.01940716578681422,0.01654500052697402,39.9986457824707,39.529998779296875
2,MEM_LOAD_RETIRED.L2_HIT,10804,5955446.320159201,1849505.1473555784,0.31055693359119013,1654854.0,74476145.0,3216699.31,3881085.4,4464408.75,5743833.5,7315110.0,8536664.7,9311688.61,0.24273966294671975,-335.31919673484487,0.18685502736679518,0.17979583077634928,26.667648315429688,26.299999237060547
2,MEM_LOAD_RETIRED.L1_MISS,10804,36257145.48148834,5520613.151391502,0.15226276305204828,14057122.0,144470474.0,31531927.88,32083419.1,32542912.0,33187577.5,41735388.5,45625020.95,46394757.58,-0.3204405112685611,-121.07465202315757,0.012569917768529556,0.011399957619461755,26.66553497314453,26.229999542236328
