rep,instructions,cycles,L2_RQSTS.MISS,L2_RQSTS.REFERENCES,MEM_LOAD_COMPLETED.L1_MISS_ANY,MEM_LOAD_RETIRED.L1_HIT,MEM_LOAD_RETIRED.L2_HIT,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,TOPDOWN.SLOTS_P,TOPDOWN.MEMORY_BOUND_SLOTS,MEMORY_ACTIVITY.STALLS_L1D_MISS,MEMORY_ACTIVITY.STALLS_L2_MISS,IPC,L1_miss_rate,L2_miss_rate,MemBound_frac,StallL1D_per_cyc,StallL2_per_cyc
1,327944082.3326122,19940922.141369972,28413558.67775916,35381020.14556337,13357045.337409351,121368585.74907427,1272474.8798241278,3882919.797110292,3612298.2119158553,0.0,0.0,71480651.40768081,73357022.03690982,0.09180310268410526,0.009075783504988662,0.03915920196354598,,0.022822472179307003,0.02335526919193573
2,309795815.2546549,14071977.003925882,28310538.37999607,35188396.45512738,13287994.066884637,116002306.71406128,1175462.5918995051,3843545.8519728235,3612344.4324094607,0.0,0.0,63700259.914355025,65628610.47909776,0.0883746355765629,0.009151017768828543,0.038324352321167966,,0.02026588073447734,0.0208220141953026
3,292226266.73328245,9745904.892284397,28124556.720987543,35002004.81699457,13046423.0101039,112121995.54649581,1160441.66351433,3800402.848579461,3572272.7173126135,0.0,0.0,57864748.88114183,59992084.98864044,0.08516080240311834,0.009111588307182535,0.03731323618197688,0.516444902440386,0.018358942793771035,0.018979575594829306
