metric,mean_of_rep_means,std_of_rep_means,cv_of_rep_means,min_rep_mean,max_rep_mean,range_pct_of_mean,mean_within_rep_cv,ratio_between_within,kruskal_H,kruskal_p,anova_F,anova_p,eta_sq
instructions,2216202852.9608603,11399546.45136057,0.005143728804486786,2203543901.430646,2225656887.7210083,0.997787105129807,0.1398494977231849,0.03678045962430393,105.73520352630175,1.0962062725645612e-23,29.122746723444834,2.279522554463948e-13,0.0008998188250774716
cycles,3393204084.925308,685744.223327428,0.00020209342148735587,3392491310.86786,3393859152.3804054,0.04031120670349231,0.004298470547982303,0.04701519278344673,26.27858778795971,1.9664239983964097e-06,44.10605291643745,7.211678858005362e-20,0.0013621342945683425
L2_RQSTS.MISS,50545295.444389604,232061.8804195379,0.004591166761995773,50283931.08237362,50727155.93178648,0.8768864550420888,0.559554310137364,0.008205042260989278,23.61623240286566,7.44389591686938e-06,1.4529080877558003,0.23389676223749278,4.492957722691947e-05
L2_RQSTS.REFERENCES,68897843.69535178,334992.6522954169,0.0048621645370596316,68520731.61754775,69160964.72384451,0.9292498457973605,0.5107626235114425,0.009519421181668954,137.619028899243,1.3073972649264738e-30,1.9556709069667615,0.14147789825476192,6.047602164060706e-05
MEM_LOAD_COMPLETED.L1_MISS_ANY,49716946.81348527,251932.6590151416,0.005067339713363234,49450034.03542852,49950594.22686692,1.0068200553752313,0.2661099226915629,0.019042280205524613,325.3384572357337,2.257624117153021e-71,7.820932679543764,0.00040162689236377844,0.00024180608394482086
MEM_LOAD_RETIRED.L1_HIT,721581067.1111175,3600301.299039832,0.004989461978892824,717565950.8965358,724522060.1553055,0.9640093921281567,0.1614303166914153,0.03090783739482163,95.38184283699229,1.941314914346178e-21,20.59117549103972,1.1487147059271094e-09,0.0006363827196554871
MEM_LOAD_RETIRED.L2_HIT,2971000.5366116767,32221.861098824316,0.010845457852246717,2936915.246889598,3000961.8927510674,2.1557264992793366,0.4048408846705404,0.026789433238870508,16.083033349445877,0.0003218204827980512,15.46924610403975,1.9204288875965518e-07,0.00047816208860135923
MEM_LOAD_RETIRED.L1_MISS,18136440.836262394,102952.68713880927,0.005676565102727511,18019055.399888996,18211404.703292105,1.060568085765328,0.21185108118482524,0.02679507260940106,190.95039878636763,3.432794019624535e-42,15.495826293141528,1.8700797396806068e-07,0.00047898330192656973
MEM_LOAD_RETIRED.L2_MISS,15123313.785613872,77307.22205758652,0.005111791182374686,15040833.73460987,15194120.472612293,1.0135790354904755,0.23797440582475446,0.02148042418535981,125.35800292891099,6.009737914607003e-28,9.953310787393134,4.764279040255308e-05,0.00030771425073669725
TOPDOWN.SLOTS_P,2.134618485e-314,0.0,0.0,0.0,6.403855455e-314,300.0,0.0,,,,,,
TOPDOWN.MEMORY_BOUND_SLOTS,2.134618489e-314,0.0,0.0,0.0,6.4038554666e-314,300.0,0.0,,,,,,
MEMORY_ACTIVITY.STALLS_L1D_MISS,2412717652.00903,5284738.687638196,0.0021903676475519968,2407780002.444434,2418291823.081125,0.4356838284802036,0.026674716401052238,0.08211399943751954,227.99351698652026,3.103393395273259e-50,144.45501337962708,2.533375404373034e-63,0.004447444265177994
MEMORY_ACTIVITY.STALLS_L2_MISS,2404094268.7892284,5407890.061874386,0.002249450086912755,2399038386.973868,2409796137.7400675,0.44747624524796625,0.027592928727960542,0.08152270130837311,221.55538939445978,7.759941996414547e-49,142.47589981972374,1.8172767067498506e-62,0.004386779116704628
IPC,0.6528873112674162,0.0031465489137171778,0.0048194364623336695,0.6493774718475973,0.655455582378461,0.930958593614661,0.13545566251857746,0.035579438856405826,106.64282670484681,6.96312856235129e-24,27.28965860512417,1.4231481994708405e-12,0.0008432288216988497
L1_miss_rate,0.025655521411352425,2.039663191609951e-05,0.0007950191925186956,0.02563211323423906,0.025669476172407005,0.14563312734471393,0.3551983010973956,0.0022382404140517016,257.9464216480701,9.719551511596255e-57,0.108165535243572,0.8974791820880035,3.3450387625452694e-06
L2_miss_rate,0.7188936459372087,0.0003052961205239762,0.0004246749463558927,0.7186637694627448,0.7192400432984194,0.08016120867549514,0.05322874820356941,0.007978300461467828,3.620225483078684,0.1636356872234378,1.3739916874753992,0.2531020537441772,4.2489278437655215e-05
MemBound_frac,,,,,,,0.7745966789123394,,,,,,
StallL1D_per_cyc,0.7111089625393875,0.001668556748799074,0.002346415017525046,0.7095518309167275,0.7128701714478016,0.4666430471111325,0.02880844979579102,0.08144884692365024,208.75004319491563,4.682783416571697e-46,142.06644621794308,2.7319046897165395e-62,0.00437422734057146
StallL2_per_cyc,0.7085686199934291,0.00170429619903805,0.0024052662663128586,0.7069772545675234,0.7103669455116618,0.47838569878664244,0.029715995716868008,0.08094180283339897,206.84675792265625,1.2128224218447907e-45,140.39833445350376,1.4380264863269366e-61,0.004323088201087811
