rep,l2_mpki,lfmr,ipc,l1_miss_rate,l2_hit_rate,l2_miss_rate,l3_miss_rate
1,6.885024105956485,0.8151282257527594,0.5091942610775405,0.025622931269594813,0.1849974774774818,0.8150240502082627,
2,6.884098003414702,0.8126668837506383,0.5084545344476826,0.025671621141280146,0.18741015689320342,0.8125979393928277,
3,6.8917014818850175,0.8169480497835172,0.5089935887016043,0.02560595650331581,0.18318870997601178,0.8168307799764543,
