rep,llc_mpki,lfmr,ipc,mem_bound_frac,l1_stall_frac,l2_stall_frac,l2_hit_rate,l2_miss_rate_req,l1_miss_rate
1,7.101934529376161,0.8056941834149528,0.4737180209816036,,,,0.19203471864779562,0.7139416642688837,0.026306385416795672
2,7.077251392744282,0.7977787046990756,0.4738411142221937,3.7858949250360947,0.6170906406383385,0.6134849143095646,0.19963764194383354,0.7172309463363269,0.026483314495682326
3,7.087667052705961,0.8043263563261703,0.47380779453399713,0.181823159984373,328.12244204352834,325.53553807489067,0.19278545463193128,0.7159964205375715,0.026306736979444897
