rep,l2_mpki,lfmr,ipc,l1_miss_rate,l2_hit_rate,l2_miss_rate,l3_miss_rate
1,6.540530490132473,0.8244831969512822,0.6343481170719839,0.023903040561499878,0.17581468528520058,0.8242201419771548,
2,6.511290430353098,0.8145565770514377,0.6380798150613841,0.023946715572226416,0.18574099193131507,0.8143013800069941,
3,6.521199731953324,0.8141904273333798,0.63654732775355,0.023988072935126982,0.18614184021842636,0.8139030797097411,
