rep,instructions,cycles,L2_RQSTS.MISS,L2_RQSTS.REFERENCES,MEM_LOAD_COMPLETED.L1_MISS_ANY,MEM_LOAD_RETIRED.L1_HIT,MEM_LOAD_RETIRED.L2_HIT,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,TOPDOWN.SLOTS_P,TOPDOWN.MEMORY_BOUND_SLOTS,MEMORY_ACTIVITY.STALLS_L1D_MISS,MEMORY_ACTIVITY.STALLS_L2_MISS,IPC,L1_miss_rate,L2_miss_rate,MemBound_frac,StallL1D_per_cyc,StallL2_per_cyc
1,4418551575.228402,6776017415.571745,100799409.98364595,137905214.87517324,99130157.33382611,1439470255.6228402,5950090.610736394,36235495.42104777,30202823.523514736,0.0,0.0,4810999709.044535,4795537731.3532295,0.651912735502663,0.025141852749207973,0.7192218141897192,,0.7100534481311278,0.7077708596267613
2,4423037421.673454,6770890274.573861,100949756.93826361,137806265.50360978,99422218.52924843,1441066895.683173,5955446.320159201,36257145.48148834,30220495.624120697,0.0,0.0,4807105611.613569,4790135488.781099,0.6530453329530135,0.025097685317194758,0.7208342157684164,,0.710029128935701,0.7075236622379584
3,4425893527.806146,6769520530.011884,101031102.31055613,138032969.45019034,99350250.4545539,1442026633.8521028,5937793.573855723,36302054.91300715,30282751.942345187,5.7621173334e-314,1.1524085767e-313,4806997673.677189,4789949739.2819605,0.6537658394995237,0.02510079909951497,0.7197760030233553,38509.07142130448,0.710091047308649,0.7075734505601079
