metric,mean_of_rep_means,std_of_rep_means,cv_of_rep_means,min_rep_mean,max_rep_mean,range_pct_of_mean,mean_within_rep_cv,ratio_between_within,kruskal_H,kruskal_p,anova_F,anova_p,eta_sq
instructions,24094260188.512875,2824002.7024238836,0.00011720645001460758,24091079758.82455,24096473814.546803,0.022387305856452693,0.06877384883621611,0.0017042299071225895,0.04707910649085534,0.9767353408521479,0.005672631180927325,0.9943434332696116,1.9353873088327975e-06
cycles,59416321285.545265,10377639.592862507,0.000174659746149366,59406374176.8798,59427081607.14629,0.03485141762139426,0.03289377397048638,0.005309811708017383,0.30990530180133646,0.8564557289309511,0.05509914339062175,0.9463918049856185,1.8798399049790853e-05
L2_RQSTS.MISS,562251185.397272,383853.9265114917,0.0006827089679504553,561817046.8265985,562545627.888491,0.12958284140881146,0.08204714051518826,0.008320935545877737,1.6829499432642478,0.4310742320249744,0.13532116035198696,0.8734380822048919,4.6166807576259295e-05
L2_RQSTS.REFERENCES,803798188.7526002,1468629.9999018018,0.0018271128505289891,802784432.7887468,805482393.4567775,0.3356514988193163,0.08134864842276261,0.02246027298491335,1.8675055443891324,0.3930758150148261,0.9857135257192837,0.3732347084382951,0.0003361931544113703
MEM_LOAD_COMPLETED.L1_MISS_ANY,501692436.35055417,1707361.466082704,0.003403203521469271,500544605.8388747,503654496.7764706,0.6198799727215518,0.06836563171275539,0.049779449647567794,12.204719290824869,0.0022375815861137346,4.844271292924413,0.007904899963202107,0.0016500436825932295
MEM_LOAD_RETIRED.L1_HIT,7886992966.286275,2003500.765191869,0.0002540259353287152,7885005034.901791,7889011681.667007,0.05080068896147913,0.06722160690026953,0.003778932802150802,0.36187347156374017,0.8344881502662285,0.027901669413366994,0.9724841161707399,9.519414468035311e-06
MEM_LOAD_RETIRED.L2_HIT,47625675.95924979,493079.52814854536,0.0103532289719193,47174383.21381074,48151952.61074169,2.052610020207148,0.33775458538098085,0.030653111519540293,11.643678130549233,0.002962152540594712,1.837046218335302,0.15937892096218328,0.0006263717313254857
MEM_LOAD_RETIRED.L1_MISS,223917333.74168798,441144.440708185,0.0019701218897912173,223547108.18976983,224405445.1943734,0.38332762821914723,0.0937722577893859,0.021009645456294173,1.235439939864591,0.5391723664125048,0.8628936376657355,0.42199296167148004,0.00029431582204552303
MEM_LOAD_RETIRED.L2_MISS,175895057.14100596,58987.43605259595,0.00033535584803448326,175853373.23017904,175962550.5304348,0.06206956695106211,0.06230252953434931,0.005382700358090456,0.3328897017563577,0.8466695087278012,0.05662860251720496,0.9449454713049524,1.9320200764665747e-05
TOPDOWN.SLOTS_P,177932800990.312,38165989.69964169,0.00021449664978701556,177894557623.32993,177970889129.222,0.042899063841644006,0.030983315773551384,0.006922972717146001,0.5637365106631478,0.7543730626156829,0.09364081070236743,0.910611146891029,3.1947396493435676e-05
TOPDOWN.MEMORY_BOUND_SLOTS,107871281199.2307,168889214.5698959,0.0015656550352634577,107684707634.667,108013723810.79591,0.3050081286429114,0.03447426832816206,0.04541517807890567,37.59710069634821,6.85319857656054e-09,4.029406103337939,0.017834171468222547,0.001372867370582
MEMORY_ACTIVITY.STALLS_L1D_MISS,46328853972.3023,9739627.939553732,0.000210228121450545,46320859112.819435,46339701366.91867,0.04067066737826145,0.03664750768561744,0.005736491639595193,2.44691440139286,0.2942112592842701,0.06433364713465926,0.9376927510940908,2.1948903132606668e-05
MEMORY_ACTIVITY.STALLS_L2_MISS,45998908620.692924,9483167.62816816,0.00020616070929783086,45993392152.727875,46009858735.055244,0.035797767427816936,0.03678095293889639,0.005605094289979989,2.791014691876626,0.24770733117355417,0.06142011426030079,0.9404286747249411,2.0954905222663835e-05
IPC,0.40592610267373636,0.000699148379935173,0.0017223538356613505,0.40542062754476527,0.40672398208000227,0.32108172562742854,0.08096797360676215,0.021272038300307737,0.054162469274160685,0.9732821740886842,0.7651698233113462,0.46530137609803823,0.0002609928759599326
L1_miss_rate,0.027630173837187532,3.766501075198714e-05,0.001363183994929981,0.027598424926941215,0.027671790437881247,0.2655267801510873,0.07585396376652719,0.017971163631287077,3.499059080986626,0.17385571628805205,0.6291846140943356,0.53306223840453,0.00021461944006985945
L2_miss_rate,0.6997725348565544,0.0019350804707198427,0.0027652992570171573,0.6975573398996986,0.7011335488014989,0.5110530527656975,0.038997664899394505,0.07090935480755138,35.871235833812534,1.624277054167953e-08,9.756784280254003,5.8846339992879166e-05,0.0033177800804230608
MemBound_frac,0.6063124346005069,0.00087395776787945,0.00144143137762842,0.6055759381268231,0.6072781624505786,0.2807503568481373,0.02858218091587186,0.050431119370180195,14.919135397183709,0.0005759050822591801,4.896327783022636,0.007504573853830821,0.0016677454638597507
StallL1D_per_cyc,0.7794584782286705,0.0004695906393641481,0.0006024575426150972,0.778927671237539,0.7798197896081812,0.11445361049501077,0.01941851065237216,0.031024909860504733,11.685300479177386,0.002901143702430435,1.694901662883772,0.1837072541269227,0.0005779331705874813
StallL2_per_cyc,0.7739027816296357,0.0005109591763862064,0.0006602369038010961,0.7733195206125132,0.7742714460227044,0.12300322893098724,0.01990815614625967,0.03316414131728321,14.589291064741701,0.0006791656269628044,1.9335967688717874,0.1447193040221766,0.000659270557983984
