rep,llc_mpki,lfmr,ipc,mem_bound_frac,l1_stall_frac,l2_stall_frac,l2_hit_rate,l2_miss_rate_req,l1_miss_rate
1,6.958441089542148,0.8131625907289546,0.5038975454650843,,,,0.18525431707388598,0.7176370850257904,0.02549311173176363
2,6.945744496716905,0.8098978001448919,0.5054578728346423,,,,0.18847895822809843,0.7167486278608488,0.02556021826931735
3,6.922111693294504,0.8099177156053863,0.5030895252171411,1.000024126940656,,,0.18868044453957353,0.7131748999495391,0.02544876613870423
