rep,metric,n,mean,std,cv,min,max,p1,p5,p25,p50,p75,p95,p99,lag1_acf,slope_per_sec,rolling_cv_60s,rolling_cv_600s
1,IPC,122226,0.4423599707578873,0.16009532498976303,0.361911871717223,0.1844802785782312,1.9401573649609944,0.19811594556988305,0.2038552416685182,0.2688563835707697,0.47545877212786825,0.61327642366533,0.6184372907092889,0.6190282781933261,0.29370972501933224,-1.1078241525559747e-07,0.02046833591332696,0.015022514200341761
1,L1_miss_rate,122226,0.02581577080506473,0.013866894670977788,0.5371481942447862,0.005856836097266965,0.22071766561079328,0.013700415992774495,0.013734921159836717,0.013759812513310238,0.019069657913814285,0.03703237837074568,0.04808335506275557,0.050539573927273776,0.2693566517209824,-2.5005554722537733e-09,0.1541462318616914,0.10945085772861071
1,L2_miss_rate,122226,0.7501047103449429,0.030575160899668247,0.04076119037515171,0.18435251767105276,0.8169650764406252,0.6923886409373962,0.7293814534285377,0.7479805706216759,0.7551602728951576,0.757303564498236,0.7673598207069654,0.769785203580258,0.7892402673800523,1.7778474844180197e-07,0.03292379037796254,0.023269948889739437
1,MemBound_frac,122226,0.6233024429338673,0.09980587725603618,0.16012431587184656,0.1254315769366184,0.8475551028117807,0.5087058362646134,0.5095924842871398,0.5124509377598497,0.6124974042959439,0.7336223904456989,0.7544445898940559,0.7595598466202371,0.2967088844407653,1.3955797336968437e-07,0.013294732363762756,0.010473459723707402
1,StallL1D_per_cyc,122226,0.7738242938271993,0.037646470228788205,0.048649894464537116,0.15262032177117882,0.8605248045182368,0.7290033715977813,0.7293280675765976,0.7312266601354847,0.7777356285118072,0.80907467236584,0.8274854542179622,0.8327507122983173,0.23890431045805274,9.450008008791431e-08,0.007437591094620984,0.005612935758868462
1,StallL2_per_cyc,122226,0.767346703279245,0.03818170853599553,0.049758092883994354,0.13414590849772773,0.8557872458794644,0.7220322129343211,0.7223697338501256,0.7243375971590198,0.7717096606203214,0.8023718829746627,0.8219900008083023,0.8278296906268316,0.22851665490977469,1.0258829946997383e-07,0.008659905689108759,0.0062832812955313285
2,IPC,121877,0.44369936978367924,0.15944710086845415,0.3593584118593426,0.19250819781331324,0.8115111598435497,0.19917241744459518,0.20573663373432535,0.2703665838757944,0.477660269254202,0.6152781217327657,0.6168756291399177,0.6173645904242013,0.28885377763113546,-1.0607574034269258e-07,0.019219738055947393,0.013294556586332036
2,L1_miss_rate,121877,0.02574514094631368,0.014056595905822436,0.5459902486117533,0.0036830817454234855,0.22365914481363502,0.013460387558220181,0.013523504997897676,0.01354802984713022,0.01888251076847446,0.03706397150544544,0.0482700639915811,0.05070429251982079,0.2716026640264881,2.7238333804230436e-09,0.1615809006992181,0.09343742129282158
2,L2_miss_rate,121877,0.7584861174849256,0.03189589124508192,0.0420520435507059,0.1944379902709803,0.810889126150587,0.6925567961332126,0.7313288618611384,0.7524855480785754,0.7667788364866163,0.7710492436700059,0.7745545707903259,0.7763617242231804,0.7569150459018682,1.383783022682742e-07,0.03296661952508552,0.020303365024392315
2,MemBound_frac,121877,0.6200604646868092,0.10136801778208038,0.16348085961791015,0.3939868838493943,0.8581539212390991,0.5045463076012562,0.5055276793909602,0.507142850489529,0.6083652326199943,0.7327623158739001,0.7535662766526254,0.7583999189016035,0.29272262491630807,1.3626596492002364e-07,0.013135380536398046,0.009838918868784585
