metric,mean_of_rep_means,std_of_rep_means,cv_of_rep_means,min_rep_mean,max_rep_mean,range_pct_of_mean,mean_within_rep_cv,ratio_between_within,kruskal_H,kruskal_p,anova_F,anova_p,eta_sq
instructions,24467627914.84399,15536498.59178376,0.0006349818072212099,24449713782.24403,24477419054.51351,0.11323235895978889,0.0695380338969264,0.009131431702000944,0.48466570720120217,0.7847949122604159,0.16044316949806395,0.8517700277384535,5.560015554769824e-05
cycles,58457864737.819786,16646838.351647828,0.00028476644547843056,58438643778.51663,58467657617.32329,0.04963205367965681,0.0325721597952223,0.008742633195610205,3.223675032651954,0.1995206545712127,0.14699791963404424,0.8632990057253535,5.0941060961378956e-05
L2_RQSTS.MISS,584129219.6873304,1066810.0621156918,0.0018263254536157742,582933335.364486,584983050.9329522,0.3509010505523671,0.09604959241522482,0.01901440087033918,1.2161936801458069,0.5443859373126521,0.6956017888357882,0.4988160150015355,0.00024100992614799254
L2_RQSTS.REFERENCES,831584066.4110526,2492693.0416368525,0.002997523813070166,828725168.7024922,833302559.4121622,0.550442329832633,0.10889468679360863,0.02752681422144556,4.416831330941932,0.10987458879422234,1.4577212623902274,0.23285177785568026,0.0005049333600052876
MEM_LOAD_COMPLETED.L1_MISS_ANY,509406290.8591237,544895.2324189853,0.001069667262059149,509047642.68087316,510033319.569055,0.19349523275802147,0.06881406133067998,0.01554431233057087,1.2146580239204923,0.5448040926546257,0.46510814844352677,0.628090718001522,0.00016116208305163034
MEM_LOAD_RETIRED.L1_HIT,8011105570.8968315,6035244.75627138,0.0007533597832234963,8004139610.245068,8014763832.18763,0.13261867352189616,0.06813341936253824,0.011057125714106103,1.2002191705796577,0.5487514977070249,0.23530677661021465,0.7903359405308805,8.154135830047913e-05
MEM_LOAD_RETIRED.L2_HIT,49260722.962257735,76641.2478102971,0.0015558287252303953,49172543.79054054,49311309.17203742,0.2816957875409224,0.35371726485021404,0.004398509430658496,1.6619662030588305,0.4356208162505527,0.037227853797717564,0.9634568144693544,1.2901533010338898e-05
MEM_LOAD_RETIRED.L1_MISS,227703665.13946927,210242.52274528905,0.0009233163753271815,227461268.88409564,227836480.49169263,0.1647806623433905,0.09590519476196063,0.00962738647910448,0.768893624375778,0.6808271573371281,0.1783663332405583,0.8366404918655231,6.181088485866288e-05
MEM_LOAD_RETIRED.L2_MISS,177934384.3904647,119369.7370482447,0.0006708637987939198,177799737.93451142,178027239.6188993,0.12785706661879695,0.0627569619412019,0.01068987054252983,0.6073855774920958,0.7380875804353764,0.2199179180616423,0.8025913987157224,7.62090307850475e-05
TOPDOWN.SLOTS_P,175038048104.98965,51481508.329129644,0.00029411610153611,174978710163.60864,175070815822.90134,0.052620364709190626,0.030556886405166142,0.009625198642175299,3.8130554155504797,0.1485954586933872,0.1781455101328777,0.8368252504043308,6.173436577119898e-05
TOPDOWN.MEMORY_BOUND_SLOTS,104580294328.85004,235480809.4101502,0.0022516747626439727,104337158524.82243,104807289680.80145,0.4495408613985192,0.03769780871958448,0.05972959275678535,54.472938231632725,1.4837193359085115e-12,6.861262661769592,0.0010561573791751887,0.0023722011321142293
MEMORY_ACTIVITY.STALLS_L1D_MISS,45191757124.79462,7314099.177648466,0.000161845868427974,45187058921.75649,45200184154.65645,0.029043422373932315,0.03773340886642811,0.004289192874168607,0.4091906156936602,0.8149770645067,0.03539587288776798,0.9652234444509382,1.2266656974090092e-05
MEMORY_ACTIVITY.STALLS_L2_MISS,44850256479.2651,8057403.134777323,0.00017965121645407698,44844238713.92731,44859410410.390335,0.0338274463827025,0.03800202379601993,0.00472741181939085,0.7327423515744158,0.6932454375281243,0.04300143616427196,0.9579103212772567,1.4902372323985369e-05
IPC,0.419020903716354,0.0009023618618283512,0.0021535008249592797,0.41817025846141503,0.4199673394959984,0.4288762251822788,0.08343611918445286,0.0258101748500373,1.2142363337770803,0.5449189740232666,1.1298049427262573,0.3231677258859764,0.0003913923914981103
L1_miss_rate,0.027654149972928258,5.127637214805319e-05,0.0018542017092642393,0.027597781108425062,0.027698024519157483,0.3624895750928971,0.07384936310835429,0.02510789032186631,1.7321225309315196,0.4206049421832515,1.2128628136932451,0.29742059902240015,0.0004201536042317217
L2_miss_rate,0.7033946764194957,0.0011685465627510538,0.001661295716224823,0.7021351171741085,0.7044435430854595,0.32818359147977644,0.038144575312855845,0.04355260748347924,11.14862147840904,0.0037940897984593104,3.618140352012227,0.026893414246084203,0.0012523338182257198
MemBound_frac,0.5974982895564094,0.0015267891235106511,0.002555302919183517,0.5961786322015453,0.5991705229834279,0.5007362923337864,0.03117107570324293,0.08197673200343458,42.71379611247903,5.306608197885043e-10,12.729785800369054,3.0456734973885533e-06,0.004392262429548395
StallL1D_per_cyc,0.772754415809413,0.0003238063487571868,0.00041902879120790204,0.7724330503298867,0.7730806090410554,0.0837987720187064,0.020925011980577054,0.020025259321086723,13.60858219988586,0.0011090060669907095,0.7078355214701085,0.49275227456655324,0.0002452475919296433
StallL2_per_cyc,0.7669089181529308,0.0003282623056885136,0.0004280329748663245,0.7665911857253475,0.7672467835837108,0.08548575232927447,0.021571321473404154,0.019842686753987582,15.492809585659415,0.00043229393636970794,0.6949499284262043,0.4991412010346762,0.00024078412597993015
