rep,event,n,mean,std,cv,min,max,p1,p5,p25,p50,p75,p95,p99,lag1_acf
1,instructions,29520,12936193822.532827,3131754376.629297,0.2420924129301673,783605850.5248433,30075676145.547283,7603536065.41814,8103703191.838666,9488963847.8814,14360347839.51576,15613391317.206367,16447989989.686167,16743681425.571321,0.6079486197977725
1,cycles,29520,20989261264.94472,1847386248.3087907,0.08801578221307906,5068138174.158348,24117899386.01352,15061766550.03526,16270208154.364777,20290294045.57724,21997734537.827755,22143784886.08477,22406117194.976273,22749737287.590378,0.1964503120225674
1,MEM_LOAD_COMPLETED.L1_MISS_ANY,29520,224045542.3466135,79305397.83697444,0.35396998755852804,48270367.3245446,628830704.2833569,119291342.76413916,133141351.23190965,165019478.05196065,187578965.74634644,276286089.08515656,400053373.2087668,432222350.9136814,0.45690726733092335
1,MEM_LOAD_RETIRED.L1_HIT,29520,3566382439.635473,930514377.6102809,0.2609126736574529,94987229.55788371,8646203384.527037,1523242473.9939156,1610623620.2854123,2835444946.9331207,3961243791.185462,4297285046.767143,4500716751.689327,4606935007.354451,0.5272897342864814
1,MEM_LOAD_RETIRED.L2_HIT,29520,17490626.555786703,14646307.425638568,0.837380375078267,159546.8790739415,102134541.06530903,323620.56514669466,1344493.901933535,9643807.471118137,12068956.97721986,21365264.0208772,54838854.37796931,71247313.86129671,0.7737733838402789
1,MEM_LOAD_RETIRED.L1_MISS,29520,87140033.97975227,32200400.407312736,0.36952476303595166,14268112.532993214,197175148.1951783,36493562.070186295,45765140.6764849,69746932.73602805,72543826.9473125,104748098.19882649,152788353.30975848,166358744.75677648,0.41882832422607463
1,MEM_LOAD_RETIRED.L2_MISS,29520,104484934.86144404,37570758.012848504,0.35958062339485153,11197359.686285257,235591512.6406642,52088231.05716762,63951470.159704596,87432134.87456346,90712467.35023165,113732399.88419697,200942277.23124522,225293341.62058428,0.08724247910395908
1,MEM_LOAD_RETIRED.L3_HIT,29520,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,MEM_LOAD_RETIRED.L3_MISS,29520,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,instructions,29575,12908619622.491446,3124308938.302049,0.24203276800087767,866183872.2236401,32511515468.081215,7577406372.578867,8085041964.219441,9478140848.28872,14313967243.985188,15559227312.998243,16466379522.943645,16667014535.40361,0.6067751562032947
2,cycles,29575,20971315559.203686,1850880708.515438,0.08825773010235125,5064953512.797689,24125868567.156525,14992100806.592846,16250370728.205214,20287831636.946693,21972661350.626034,22127725971.36228,22390739018.629242,22723922739.751907,0.19481156382361256
2,MEM_LOAD_COMPLETED.L1_MISS_ANY,29575,223797410.0323985,79187501.0560087,0.3538356455713449,47733606.57238332,469026120.05328053,119163124.12979554,132524457.34942332,164463888.08892745,187419609.85797146,275729068.8672799,398833894.0626526,431662400.64866596,0.4561196412057539
