metric,mean_of_rep_means,std_of_rep_means,cv_of_rep_means,min_rep_mean,max_rep_mean,range_pct_of_mean,mean_within_rep_cv,ratio_between_within,kruskal_H,kruskal_p,anova_F,anova_p,eta_sq
instructions,13613384690.708633,12060670.503656855,0.0008859420913807326,13599740104.178795,13622621257.533049,0.1680783572499097,0.05337450082207201,0.016598601911689787,5.752956649179396,0.056332799754271426,0.9684973657894296,0.37968687649510335,0.00018375925523005974
cycles,28751071361.078266,10912417.729154477,0.00037954821203383575,28740946331.7399,28762629543.254986,0.07541705574297573,0.028243043839360594,0.013438644014172536,93.89539908144135,4.082001419583617e-21,0.6312319911580015,0.5319561666104589,0.00011977538383223708
L2_RQSTS.MISS,322833718.514173,2190075.00126723,0.006783910340428341,320307880.02245593,324204031.6448492,1.2068601880637206,0.0920651187177665,0.0736860000281431,149.7832547841603,2.9852415854637793e-33,19.09156656247986,5.2920232719588414e-09,0.003609952918880658
L2_RQSTS.REFERENCES,450685063.8384252,2125329.180443792,0.004715774608420887,448245866.56480956,452138674.4846154,0.8637534793479272,0.0817557207515997,0.057681279855007754,179.03784007399037,1.3256442792822563e-39,11.695239869044066,8.442089502910503e-06,0.002214506250546054
MEM_LOAD_COMPLETED.L1_MISS_ANY,287293567.7009971,828150.3735022524,0.0028825928130912976,286493313.204946,288147046.4652817,0.5756248820916444,0.044666002739128796,0.06453661927007534,181.64604907218947,3.598003771205207e-40,14.643300225374029,4.4597993995828587e-07,0.0027711777280433475
MEM_LOAD_RETIRED.L1_HIT,4440745853.316435,4250909.609859356,0.0009572512704559966,4436094449.750995,4444429334.965242,0.18769111067284003,0.056474264670408,0.01695022106162256,6.71583985709367,0.034807585961891555,1.0098359546222124,0.36431397824551276,0.0001916011896483456
MEM_LOAD_RETIRED.L2_HIT,23432255.885698155,613278.58841889,0.026172409153025843,23002449.41046049,24134560.828685258,4.831423076579449,0.18382575451545455,0.1423761823908384,224.9490093776828,1.4221429700695236e-49,71.2903884626046,1.7641745392100125e-31,0.013348284294513605
MEM_LOAD_RETIRED.L1_MISS,120000837.33597179,498635.77077030024,0.004155269095116787,119628233.34820922,120567287.10785429,0.7825393393014111,0.044402467858921685,0.09358194027231032,160.78160999743832,1.221003737418183e-35,30.77013806616207,4.7376579584835026e-14,0.005805390530036032
MEM_LOAD_RETIRED.L2_MISS,96258538.65790193,121855.16945175854,0.0012659154309917976,96121325.48747866,96354128.41785105,0.24185171894179408,0.046776886489686746,0.02706284077438338,20.204893727536604,4.0979162024334015e-05,2.568708171860612,0.07668245885968368,0.00048722964628268963
TOPDOWN.SLOTS_P,32252726832.95352,55862989359.85511,1.732039267538096,0.0,96757750721.77538,299.99866747054466,8.023195920405902,0.2158789695179811,9935.17290152841,0.0,1789.0510221507266,0.0,0.2534586796265172
TOPDOWN.MEMORY_BOUND_SLOTS,36273577809.72377,62827679738.74456,1.7320508075688772,0.0,108820733429.17131,300.0,0.7685824855987693,2.253565284173125,9971.228856386108,0.0,1487.1706254972057,0.0,0.22010405833387336
MEMORY_ACTIVITY.STALLS_L1D_MISS,21743760021.168118,15488329.209767021,0.0007123114491094792,21728352986.85145,21759328384.91643,0.14245649342535144,0.032391234601468165,0.021990870612792045,71.77412578380986,2.5968485040588523e-16,1.6921802672784607,0.18416768169733255,0.00032102420276254427
MEMORY_ACTIVITY.STALLS_L2_MISS,21614781926.84231,12973643.2313765,0.0006002208708506647,21602100105.323563,21628028919.770325,0.11995871406207616,0.0324552471649684,0.01849380064184297,53.68252555937943,2.2028640095237335e-12,1.1967256074652255,0.3022231167126821,0.0002270526402422251
IPC,0.47378897657926483,6.366767653193442e-05,0.00013437981818743903,0.4737180209816036,0.4738411142221937,0.025980604588745314,0.06033694540593518,0.0022271564674571755,7.074579595424439,0.029092065718251257,0.016186917341920747,0.9839434112460076,3.0718033245837825e-06
L1_miss_rate,0.026365478963974297,0.00010204871532145426,0.0038705428208185896,0.026306385416795672,0.026483314495682326,0.6710633974387825,0.05258443699615428,0.07360624249151243,405.49219003203325,8.881569265273587e-89,19.00668652721723,5.759063904057349e-09,0.0035939609522737084
L2_miss_rate,0.7157230103809273,0.0016615983164164334,0.00232156615382826,0.7139416642688837,0.7172309463363269,0.459574726498247,0.020900981056103985,0.11107450638783595,128.83326091938943,1.0573355844344215e-28,42.18851044930909,5.632731365659573e-19,0.007942579909630359
MemBound_frac,,,,,,,1.8535920782917699,,36.23356716013415,1.7502966729337628e-09,8.448655780095208,0.0036758949004355394,0.002389022605004156
StallL1D_per_cyc,0.7561206391456832,0.00037157435886616677,0.0004914220557264472,0.7558862144891603,0.7565490609122293,0.08766410923764073,0.01836435537097219,0.02675955925483878,68.00614875364045,1.7086473226476227e-15,2.397418299451631,0.09100206334572286,0.0004547543529830219
StallL2_per_cyc,0.7516346668217988,0.00030795623552782453,0.00040971531665773514,0.7513884085742836,0.7519799551219334,0.07870133906291199,0.018703986957968162,0.02190523964641617,53.720328767576575,2.161617387799759e-12,1.6052625005337968,0.20088593041800923,0.0003045400197096964
