rep,event,n,mean,std,cv,min,max,p1,p5,p25,p50,p75,p95,p99,lag1_acf
1,instructions,48460,7878652291.165019,1236500760.6072164,0.1569431820203319,562527484.8597125,25339154409.770634,5295821993.638049,5445530680.491764,7155125514.345257,8504052945.379107,8582677258.085482,9115744499.201048,9589817586.033659,0.808715949162523
1,cycles,48460,10345309626.481941,274958262.57959455,0.026578060252131646,5088882134.2251215,12091565437.476871,10168495629.910458,10176434096.341785,10217427035.905647,10251359571.227856,10376308970.695812,10796953537.983263,11622012718.30025,0.6573010910240686
1,MEM_LOAD_COMPLETED.L1_MISS_ANY,48460,142718827.84357,52641980.323462956,0.3688509856678638,22333739.657085042,679828507.924567,94205712.04613931,99973359.70122312,104616794.8338114,117060442.36743826,159108001.72763544,267474146.04729113,304543206.22045827,0.6220941962640174
1,MEM_LOAD_RETIRED.L1_HIT,48460,2168367505.7050223,434724354.7344274,0.20048462891583557,61437038.94268312,7737441443.969312,1009513543.5049162,1042364385.2491297,2266656132.092539,2342360740.9930964,2356599768.0681915,2500000064.33399,2625942239.2124214,0.6052973540558687
1,MEM_LOAD_RETIRED.L2_HIT,48460,9351870.726944532,8734829.25104617,0.9340194604999673,113960.67858515051,96630303.34654059,187328.54800564074,1326605.8596516321,3937936.2716887584,5293227.238511144,13148532.501524746,31890074.63527514,37122484.18093631,0.8317805878650599
1,MEM_LOAD_RETIRED.L1_MISS,48460,50191066.47556371,20789555.963078838,0.41420829288814875,7602519.031333246,199309373.72214228,24863453.215439353,36172464.77253764,36742593.33676795,40754801.04755152,57873773.77595211,99159298.04037638,119195360.16291192,0.486484307989495
1,MEM_LOAD_RETIRED.L2_MISS,48460,61281998.368747965,27643038.19894768,0.4510792554872823,634361.525820517,171973456.2227397,33465140.56271278,42124318.80909107,48714759.16012859,49437469.4478735,63220587.96251428,137133134.09924844,170600959.0051197,0.24683361140669874
1,MEM_LOAD_RETIRED.L3_HIT,48460,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,MEM_LOAD_RETIRED.L3_MISS,48460,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,instructions,48149,7925751520.055466,1296162903.8214226,0.16353817054970604,625441273.502592,26094545090.438164,5263115657.02249,5390619343.793536,7110179315.745895,8432568167.519158,8954139058.922842,9304257141.68548,9558892979.212267,0.8145588223997513
2,cycles,48149,10344992019.032131,279426742.6069102,0.027010822443636177,5085080691.326448,12086478743.785883,10047346669.602442,10167168723.688889,10202241587.910631,10271324341.521883,10355673630.591171,10841752606.742762,11612997417.830435,0.6539556844425779
