rep,file,ticks,ts_start,ts_end,duration_s
1,epidemiology_1.perf,3518,1.001052073,3522.730427983,3521.72937591
2,epidemiology_2.perf,3514,3523.731594877,7041.44534838,3517.7137535029997
3,epidemiology_3.perf,3510,7042.446666457,10555.731361957,3513.2846954999995
