rep,instructions,cycles,MEM_LOAD_COMPLETED.L1_MISS_ANY,MEM_LOAD_RETIRED.L1_HIT,MEM_LOAD_RETIRED.L2_HIT,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_HIT,MEM_LOAD_RETIRED.L3_MISS,IPC,L1_miss_rate,L2_miss_rate,L3_miss_rate
1,13282626910.474607,28767074510.75252,269908243.15843195,4398346172.924541,23369822.769803993,110689048.20176592,87298890.97363642,0.0,0.0,0.45770154546899416,0.026431798134618396,0.8043961062291385,
2,13332855598.807495,28816669988.413506,272440695.97746676,4413089047.900954,23527185.497426562,111865973.89662315,88336496.79996234,0.0,0.0,0.4585905686507507,0.02663619433616246,0.804602595203802,
3,13330498672.05111,28791822734.08487,271361934.3431194,4414065674.23518,23379255.295090213,111053142.64939964,87665374.534796,0.0,0.0,0.45880712288952097,0.026467574941022035,0.8047686692051446,
