rep,instructions,cycles,MEM_LOAD_COMPLETED.L1_MISS_ANY,MEM_LOAD_RETIRED.L1_HIT,MEM_LOAD_RETIRED.L2_HIT,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_HIT,MEM_LOAD_RETIRED.L3_MISS,IPC,L1_miss_rate,L2_miss_rate,L3_miss_rate
1,3205997165.7293262,1824279319.0655704,76190684.19468847,1135618800.7366056,17295489.888390217,33326805.899077334,21683037.39584739,0.0,0.0,0.09159442898085221,0.010998459889564348,0.08394055134493718,
2,3178142907.161423,1810898053.5200903,75701011.21526515,1138238921.2508903,17401260.932687342,33315584.635671545,21997231.94794153,0.0,0.0,0.08918995314910602,0.011065688867716113,0.08480091221725525,
3,3238588311.917639,1831273772.0848951,76313921.98238075,1147820223.144942,17317064.837275572,33586127.610159725,21995023.27639135,0.0,0.0,0.09193492002517742,0.01111454766342984,0.08331405669820435,
