rep,event,n,mean,std,cv,min,max,p1,p5,p25,p50,p75,p95,p99,lag1_acf
1,instructions,124944,50240142465.515366,19859360331.920876,0.3952886946041656,1247418500.1087928,85518090281.26979,21102092336.879887,21842263787.275806,28629853667.419178,53275623706.6676,71666911104.72488,72807228309.817,73146754744.73302,0.32312610103641354
1,cycles,124944,97468412753.3255,4964545369.749706,0.05093491552298129,5750523379.257385,107607791597.72208,91719010137.22421,91908026015.6275,92134719586.62886,97456845716.02908,102744285537.13026,103008273152.28664,104627600690.66063,0.3749098934501193
1,L2_RQSTS.MISS,124944,1454316597.270143,321780906.47985077,0.22125918598732677,79900460.93818727,2812060536.7614846,984298785.5487682,1077059968.155666,1255032062.2274988,1367987093.7858877,1557990367.4843333,2121834563.66804,2144202140.6150296,0.08763069376474218
1,L2_RQSTS.REFERENCES,124944,1942451539.9652145,436201820.70744956,0.22456252407473756,169915764.28689322,6123396978.938646,1358239071.7724745,1446917998.2854936,1677747545.346424,1813712379.1380663,2100420593.5473404,2781817103.1962056,2828648959.7028847,0.18131255657805231
1,MEM_LOAD_COMPLETED.L1_MISS_ANY,124944,877319674.4193097,290894329.0449818,0.3315716466036422,29056844.296931226,3659676537.3949485,611358002.5491189,617916222.6647866,623532716.9134992,822470641.6217709,1015183114.546,1334863399.7118735,1412722993.5791245,0.3691668204325751
1,MEM_LOAD_RETIRED.L1_HIT,124944,16921098293.587135,7146366180.358569,0.4223346532457024,189041097.45623007,26553928419.761887,4859873724.851429,5065943171.091128,9762997374.738651,19189503763.030724,24056973744.906208,24466823792.641018,24586268267.390186,0.29404561881140945
1,MEM_LOAD_RETIRED.L2_HIT,124944,115796383.63068874,134217761.96377835,1.1590842283282456,3147742.4852990936,2468214401.3335967,21785472.488695793,27270531.190604124,65707597.525683165,120573640.56987166,128271645.87349021,187513160.62835643,191791821.1187794,0.7799654809495772
1,MEM_LOAD_RETIRED.L1_MISS,124944,535238998.73809856,196254161.54077703,0.3666664088444114,11307289.700801656,3146458742.730229,352739625.2840022,366712712.4397389,434417579.71644866,505297722.5946077,533100580.29554975,809970512.0243572,828061771.3648309,0.4253302346866445
1,MEM_LOAD_RETIRED.L2_MISS,124944,418284363.8236562,93448627.52305643,0.22340932534225277,5273156.297163038,1116836351.8186073,283337189.29863733,296937277.74580514,381752905.475022,385992276.73983836,410305016.4049144,620204133.4390255,634976627.3707244,-0.26536976042136023
1,TOPDOWN.SLOTS_P,124944,408698410529.33984,20726945848.31448,0.0507145252203679,48110136779.904205,451347501926.09875,384391896801.4856,385207612340.18567,386331236743.87463,408641555927.0681,430807140349.86456,432043744608.9441,438597893682.9465,0.36735926259302365
1,TOPDOWN.MEMORY_BOUND_SLOTS,124944,253895688100.6369,27414910421.830765,0.10797706186709358,7565637253.438409,301109463848.92737,220823831204.5789,221768722155.1833,224330606821.50308,251334056323.57086,283280653577.3686,290262201838.9831,291891512292.349,0.32554079196215285
1,MEMORY_ACTIVITY.STALLS_L1D_MISS,124944,105732308979.13564,2365922826.257317,0.022376536075876193,1632705831.4165318,115244078497.93698,100864749458.88423,103027222095.94572,105357359139.14697,105904519618.44333,106588417432.19824,107379740124.51088,110600696568.10619,0.5342577592503259
1,MEMORY_ACTIVITY.STALLS_L2_MISS,124944,104863442064.44112,2451782372.45167,0.023380716140759435,1472042066.7364707,114719517803.88542,99563885957.95724,101974741778.33908,104426509782.15434,104988516201.35297,105850399993.10846,106738532139.77174,109707171622.82185,0.4755870521177574
2,instructions,126478,49645654025.33087,19484950675.018555,0.39248049114383066,1029046956.6674948,88572650578.0,20252195208.779816,21608055494.68786,28621870784.4882,52744861087.403885,69973423476.17984,72951901590.42146,73389799507.54672,0.33661707227735793
2,cycles,126478,97495175363.03313,4975627213.329842,0.05103459935122524,5746618196.480266,111101962072.68665,91782616847.74777,91913807899.77983,92147621079.81247,97487481684.32713,102722307739.14171,103007953033.23363,104909110867.468,0.39088371564373703
2,L2_RQSTS.MISS,126478,1395487845.5505455,346971667.466216,0.24863825834995315,83908251.97602706,2775685016.139761,823991611.7919372,914280314.8001163,1167170816.4822872,1333689963.0385435,1504601139.300422,2105681438.721743,2145270719.9994676,0.1663153173011018
2,L2_RQSTS.REFERENCES,126478,1868088129.6421127,476939761.7232006,0.2553090264614938,153614526.4858772,6101801944.004525,1119671942.3906128,1232711515.4595344,1562048521.5176764,1776766132.340888,2056216489.796769,2761769941.1740274,2837779172.516983,0.26969437135234026
2,MEM_LOAD_COMPLETED.L1_MISS_ANY,126478,871081182.3794354,293632896.588261,0.33709016166114014,111552907.42741175,3638197681.451764,592386275.4911114,600488869.2483827,624930251.0320588,812240038.0960355,1014250555.9480119,1328646140.0267441,1424418255.7103164,0.389433214800619
2,MEM_LOAD_RETIRED.L1_HIT,126478,16708193598.80736,7007546573.256443,0.41940779126216526,152220675.31718922,27732576142.0,4669194852.944899,5012004097.232065,9758078213.763433,18905941683.555206,23494802746.73508,24509273400.130608,24666924962.403835,0.3053545120517717
2,MEM_LOAD_RETIRED.L2_HIT,126478,113300131.68852593,138766807.23069754,1.2247718088464556,3587032.4831609754,2466870786.5536003,20962384.403364368,26694943.377661504,64350601.13565935,111942798.28018206,129852822.99328394,186460089.44123268,192533021.13686678,0.7955791716485952
2,MEM_LOAD_RETIRED.L1_MISS,126478,530803580.00293547,200610358.70862177,0.377937086836363,58914969.44036721,3144217831.6183267,337694361.2812257,362014293.7727371,432598676.28325284,497163164.72031,524009372.8908702,806285463.4155394,830474458.2490094,0.4541531452604698
2,MEM_LOAD_RETIRED.L2_MISS,126478,416267425.7262806,93142311.32130103,0.22375594525272166,44224721.84820571,1145669304.510793,272546623.5312557,294589441.4105496,374787593.2929409,388248996.97317827,411005815.3805438,617777281.410308,636522416.1248105,-0.2528167265105018
2,TOPDOWN.SLOTS_P,126478,408812585589.50745,20770373498.61098,0.050806590185231496,48021551736.6027,464516902049.6386,384615814446.8318,385248728519.06885,386380971189.39136,408788789942.1566,430688823859.84216,432050997017.5392,439962673207.7551,0.3831479000106685
2,TOPDOWN.MEMORY_BOUND_SLOTS,126478,255306264565.58386,26866156207.7638,0.10523108883942932,29245432231.07656,311681224419.1349,220280221007.60135,221352104571.99045,227849263267.51816,252318150428.49847,283338537434.5494,292108559188.98254,295132625111.2065,0.34844957639421464
2,MEMORY_ACTIVITY.STALLS_L1D_MISS,126478,106235481090.20451,2560698607.943653,0.024103986555766285,4691072011.936091,116351127430.0098,100748581484.8566,103123198948.31537,105523824492.24847,106296122096.54659,107177928884.10605,109242775605.7811,110372986893.82823,0.6075763625230298
2,MEMORY_ACTIVITY.STALLS_L2_MISS,126478,105393717817.65433,2650387922.689346,0.025147494343779414,4688550759.813513,115403862802.36496,99415439205.48494,102090566122.94135,104600581212.09662,105457953663.47778,106499681923.57193,108462280875.3579,109531104623.30212,0.5624594020838588
3,instructions,124420,50465415071.86932,19634857229.074455,0.38907551242988614,1343225232.9951627,92348655650.87761,21358179081.425335,22160263696.94461,29084261430.0893,53660151101.90148,72042127861.17137,72631958827.9826,72848029046.45908,0.3151180443683047
3,cycles,124420,97416343245.07843,4854201667.285607,0.04982943832200196,5752326039.331015,103312349481.92322,91760336942.0894,91913231255.22954,92158411100.89319,97442588730.41223,102714991646.58109,102918261642.97379,103088844408.1217,0.3658859620690564
3,L2_RQSTS.MISS,124420,1491209532.8586717,318247435.0069157,0.21341563877802636,74328927.34767438,2878411789.5842996,880547172.2493062,1091486669.86594,1290781971.590418,1436679417.7874124,1597018968.1956658,2128759774.2706354,2141736269.694455,0.11872056935837824
3,L2_RQSTS.REFERENCES,124420,1983351044.2525826,446631285.6839259,0.22519023396195453,139268666.16982943,6173715494.855909,1239043637.0044725,1449732200.3245633,1717686198.5073318,1881721181.1463563,2144467167.0898416,2794473306.2895384,2836049618.7758427,0.230660427726628
3,MEM_LOAD_COMPLETED.L1_MISS_ANY,124420,898251576.4516506,302466769.6131626,0.33672834820729447,102004687.85587782,3711036337.9610357,608422810.2001224,634211456.4985234,637804820.0101974,834182781.7506161,1045996097.1205413,1370501510.2202227,1448025482.6731374,0.37990281786735497
3,MEM_LOAD_RETIRED.L1_HIT,124420,16988423925.53376,7078497650.722741,0.4166659415699942,197125894.8701335,28893264520.535633,4909540769.832845,5148513524.629659,9910429222.909967,19267470848.977806,24187701653.47529,24400543341.327698,24474425896.121258,0.283460673650218
3,MEM_LOAD_RETIRED.L2_HIT,124420,132258533.12886824,141445786.61117455,1.0694643533763872,4015023.999588735,2523768899.5434365,27587774.224195596,33239475.88119008,80318424.75872652,138338322.81790146,143876728.525061,210657954.66410813,214041800.03603455,0.7757701812898551
3,MEM_LOAD_RETIRED.L1_MISS,124420,552956709.142467,206072634.42954046,0.3726740828393615,39033004.79959095,3182606272.9804263,372948142.0639419,387859826.35906017,444156067.64748824,520913600.69111794,555041649.3274915,836715075.5908769,852311671.9466895,0.4514034356557019
3,MEM_LOAD_RETIRED.L2_MISS,124420,419635699.3050018,94684629.00544648,0.22563530500923207,22604552.540498726,1153204664.305995,287305522.932435,301928620.7926727,380349226.0647324,382890955.28860664,412975214.2812494,624167106.5283935,637868928.8882992,-0.2511246971332989
3,TOPDOWN.SLOTS_P,124420,408463813350.69525,20272914362.471333,0.04963209395752664,48026861104.87942,433558526897.83936,384504193931.39594,385220916996.50885,386419330314.9228,408610807432.9122,430626801454.78894,431656120366.577,432349187279.691,0.35893779000524045
3,TOPDOWN.MEMORY_BOUND_SLOTS,124420,249093325937.1455,30283299988.477127,0.12157411233137015,28615340820.8301,302345985810.8905,213562541545.98013,214129774422.9648,215726848136.8355,245963448896.45605,281810057037.8484,289353264846.6,290912772904.1534,0.3132483384013074
3,MEMORY_ACTIVITY.STALLS_L1D_MISS,124420,105641198335.84506,2198896795.0359097,0.020814765732260754,4503598499.808797,111764367990.61766,100876851601.59352,102815390398.50432,105412148576.35396,105909210077.58548,106474845804.92516,107265180668.35799,108804966902.61528,0.48457542638512346
3,MEMORY_ACTIVITY.STALLS_L2_MISS,124420,104790184820.70992,2296096193.298024,0.02191136695890474,4485976471.767303,111321313670.2949,99577849256.42543,101729486327.90059,104543139542.72202,105005980890.65837,105771668310.009,106653708167.0217,108013721042.44981,0.4136518762679374
4,instructions,123139,50704396459.5584,19791335659.934917,0.39032780275218143,1416743470.6353207,73345873431.13211,21424364019.404053,22163691400.89893,29191320973.34716,53990339856.35461,72265184593.59631,72817472038.21085,72991641230.58015,0.3095167287129091
4,cycles,123139,97431603727.33063,4852821462.102522,0.049807467766654984,5752973017.979632,103419407211.27283,91773072526.34505,91920250035.83803,92167682176.64136,97475995157.20848,102731565887.93198,102933699427.7566,103102551971.66296,0.36183035235353944
