rep,event,n,mean,std,cv,min,max,p1,p5,p25,p50,p75,p95,p99,lag1_acf
1,instructions,33327,47834492675.71491,16822946583.006516,0.3516907077295576,2339415422.6115503,89427569787.5692,22497008529.01971,23374442004.7177,31049019198.700928,51348702694.0,61149744658.33492,71453829205.89622,72205182181.13995,0.7707004843605184
1,cycles,33327,98021531001.39682,6102311224.360046,0.062254804245743596,5767580874.816191,107485216218.32211,91772510008.52855,92314783775.1938,92588009609.31467,98610415435.35896,103226905634.97125,103494245594.82556,105069870091.63371,0.7949592485320246
1,L2_RQSTS.MISS,33327,1170248484.9266858,552139086.6035377,0.47181354534129416,76265548.85488473,2817712239.8928957,491972818.9009046,538413857.4556925,627861143.2423217,1140028195.7332444,1441883075.6888118,2389527241.9102154,2721127011.038255,0.5187705768365425
1,L2_RQSTS.REFERENCES,33327,1638007873.4255345,725498043.3396717,0.4429148694031925,141732718.66236705,3654360935.820551,710715782.9622161,766071934.7717938,936199159.4055504,1606600783.1586637,2088191690.3564231,3165798685.737914,3541388853.1401076,0.5652240001517883
1,MEM_LOAD_COMPLETED.L1_MISS_ANY,33327,883589048.612551,365828621.69826406,0.41402575357028665,4529435.924985379,2475588594.5220647,520726926.3461285,564039796.8978035,604771161.0415657,729606505.5424466,1071743555.124043,1645096382.0909429,2216537357.482011,0.6322055743616867
1,MEM_LOAD_RETIRED.L1_HIT,33327,16065515272.680569,6110255074.329152,0.38033358847317206,654371328.4367118,33567292593.35116,5170655358.288708,5390239963.348896,11564988891.411736,17796700371.942894,20517667412.426926,23982164276.241837,24255969568.405647,0.7638506737739998
1,MEM_LOAD_RETIRED.L2_HIT,33327,119816993.75551054,179488019.1803567,1.4980180486468082,2954839.1357480944,1547931225.4129722,3190307.543115013,7729797.6044808095,57684579.1872254,81485927.1102339,121376229.39221358,240559284.59100062,1304798533.0397773,0.8998604930258062
1,MEM_LOAD_RETIRED.L1_MISS,33327,534447818.49982756,253943132.1273339,0.47515046995634025,4428039.668185483,2064718338.8086424,339934773.1554298,381345217.98925924,416741025.98333895,435553338.45039904,508196698.65543854,1045158133.0121661,1844734391.4892962,0.6305618409246697
1,MEM_LOAD_RETIRED.L2_MISS,33327,413621840.0394357,124483667.8649109,0.3009600940149638,851304.6083545634,1059360507.740537,293858480.12802136,302593260.4350776,354398316.7284325,378946374.252266,409787486.93600255,737440582.1353779,845993135.0701002,0.12828291931723002
1,TOPDOWN.SLOTS_P,33327,410856202252.619,25040845587.268635,0.060947955635027806,48156716031.52838,450038740146.49445,384793368064.05536,386862379331.0149,388102859125.2689,413195037677.8566,432750599128.99854,433943277206.1972,440418587398.03345,0.7880879162081396
