metric,mean_of_rep_means,std_of_rep_means,cv_of_rep_means,min_rep_mean,max_rep_mean,range_pct_of_mean,mean_within_rep_cv,ratio_between_within,kruskal_H,kruskal_p,anova_F,anova_p,eta_sq
instructions,23908584417.801086,980510123.8342729,0.04101079790839629,23003683606.33114,24950327614.932896,8.1420295513288,0.35418633568615937,0.11578876364314492,319.71789535839343,3.7509488340334455e-70,441.66702285161523,1.0654703856620725e-191,0.008744294330805218
cycles,57023544601.860405,63955946.95021001,0.00112157087737621,56955173864.0305,57081905264.08783,0.22224398876318296,0.06334354953531458,0.017706157700413117,59.62152595738007,1.1307071463558236e-13,10.68162053574711,2.2989309235931786e-05,0.00021329888965790353
L2_RQSTS.MISS,697661207.159172,97884672.77245508,0.14030402116097965,620447764.9475659,807751999.3587987,26.84744865977609,0.44176948736203075,0.3175955451309843,1638.2865970551575,0.0,3417.1599247908653,0.0,0.06389046746480229
L2_RQSTS.REFERENCES,970407087.5287689,124301011.56874155,0.12809161553558468,872924103.7878971,1110382029.3380573,24.469929022763907,0.4140081640365287,0.3093939363096302,1295.207971976677,5.612578479653461e-282,3221.714881385912,0.0,0.06045716546128488
MEM_LOAD_COMPLETED.L1_MISS_ANY,442343546.5115563,13768979.249197049,0.03112734289396337,429647897.1573312,456979926.8632567,6.178914538591875,0.4140159535758239,0.07518392135645718,497.26735627055314,1.0465634671016327e-108,187.2671330542442,6.647166912537822e-82,0.003726355602413534
MEM_LOAD_RETIRED.L1_HIT,8027545502.917297,332583123.54658496,0.04143023834940838,7722388917.514415,8382042412.533928,8.217374722818922,0.3825616077109452,0.10829690568613491,343.9137597684821,2.089661498276751e-75,386.6076985434987,5.537801192700053e-168,0.007662561408348109
MEM_LOAD_RETIRED.L2_HIT,41959997.81338041,5968197.55268662,0.1422354114323488,37249404.25339797,48671567.456999846,27.221553381395836,1.4662003982995735,0.09700952993690792,1104.187958998511,1.6928996354414018e-240,315.3620797725578,2.9479753313488256e-137,0.006259312527208883
MEM_LOAD_RETIRED.L1_MISS,178963691.94254312,7864899.251561714,0.04394689876026231,171908488.68199003,187443537.5542312,8.680559002565028,0.4787415600120692,0.09179670709840691,1015.2327777562108,3.5075460909020637e-221,278.9065284666754,1.6164535563768679e-121,0.0055397504548607085
MEM_LOAD_RETIRED.L2_MISS,136636214.4088745,2098671.615368086,0.015359556208780455,134318024.7574236,138406799.3032692,2.9924530356280363,0.30379043892802665,0.050559709064508795,123.93316682198929,1.2253347841524581e-27,86.02005673889695,4.720841224652198e-38,0.0017151349823817368
TOPDOWN.SLOTS_P,170734509511.14124,229083646.1292945,0.001341753619612242,170482076704.57355,170929191785.85135,0.2618773923080999,0.061819981796392344,0.02170420599655601,59.80068137442868,1.0338250057828525e-13,16.05789652620402,1.064785806476421e-07,0.00032062212032499786
TOPDOWN.MEMORY_BOUND_SLOTS,105287326021.1219,1050560963.8372436,0.009978038226808879,104100390020.81111,106097739952.59036,1.8970468785374592,0.10458278177650791,0.09540803999774858,346.25773577257496,6.472737859790442e-76,299.3506887248503,2.4030108663496023e-130,0.00594340691608624
MEMORY_ACTIVITY.STALLS_L1D_MISS,44684885959.436455,470971724.81107426,0.010539843947204156,44158439088.167435,45066239130.40383,2.031559492085242,0.05249628709640831,0.20077313139971134,1356.3329718643654,2.992521972843454e-295,1305.8180696926072,0.0,0.02541821550091714
MEMORY_ACTIVITY.STALLS_L2_MISS,44327500071.20396,488738966.42648935,0.011025637936753038,43781151130.45431,44723120053.99117,2.1250215374739514,0.05390100782874236,0.20455346534121183,1384.7751385295123,1.9947998638782737e-301,1355.9200034790476,0.0,0.026367752346835603
IPC,0.4132327170391445,0.016120146546463626,0.039009850579998014,0.3987017099481376,0.4305727676896196,7.712617231723924,0.3136610093921836,0.124369460697687,339.0165333816767,2.4182162720331012e-74,508.55777134030325,1.7796462721677426e-220,0.010055306675730772
L1_miss_rate,0.026257991822176568,0.00044371307248217113,0.016898210475769393,0.02585719042829007,0.02673479796893141,3.342249272467758,0.6038355983855049,0.027984786787911633,11.33674921648344,0.0034534739648299805,25.886749854082623,5.760136426688315e-12,0.0005167698080257675
L2_miss_rate,0.7170777667916051,0.0084576413371376,0.011794594294813122,0.709372237008787,0.7261267134602652,2.3364936450954477,0.09442301386456488,0.12491228369103567,1239.3333740050948,7.623900427345292e-270,516.0751965437156,1.043820688224551e-223,0.010202426272530022
MemBound_frac,0.621273417765972,0.006198944776558108,0.00997780461756887,0.6144334973899335,0.6265205433214133,1.9455276188933743,0.1460776320534344,0.06830480804836049,327.5472552809442,7.481991913258407e-72,153.9738066983924,1.7085925240667378e-67,0.0030658958215968525
StallL1D_per_cyc,0.7847026120739012,0.008304714616390043,0.010583263632118414,0.7756784097104106,0.7920238258622823,2.08300774081434,0.03781002762770222,0.2799062655104856,989.9202578253244,1.1003915610530268e-215,2580.231572747065,0.0,0.049009358915716596
StallL2_per_cyc,0.7784246576609325,0.008602244532600055,0.01105083767316507,0.7690631454334736,0.7859812054239302,2.1733715426349955,0.03969419255388195,0.27839935673623717,1066.185386990801,3.025414416283719e-232,2554.261811181242,0.0,0.048540028369755274
