rep,instructions,cycles,MEM_LOAD_COMPLETED.L1_MISS_ANY,MEM_LOAD_RETIRED.L1_HIT,MEM_LOAD_RETIRED.L2_HIT,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_HIT,MEM_LOAD_RETIRED.L3_MISS,IPC,L1_miss_rate,L2_miss_rate,L3_miss_rate
1,7186805482.920563,13992846098.677134,149364622.4232046,2377572623.3425813,11660210.836822493,58093059.12371274,46437574.06344851,0.0,0.0,0.5091942610775405,0.025622931269594813,0.8150240502082627,
2,7171497619.830296,13980884006.15513,149198819.96344885,2372715446.605173,11789176.322231615,58149310.05075233,46360096.52050719,0.0,0.0,0.5084545344476826,0.025671621141280146,0.8125979393928277,
3,7178571243.759391,13983016013.099504,149792106.0688907,2374767134.8375373,11583503.906800922,58096484.16063195,46517634.55909276,0.0,0.0,0.5089935887016043,0.02560595650331581,0.8168307799764543,
