rep,instructions,cycles,MEM_LOAD_COMPLETED.L1_MISS_ANY,MEM_LOAD_RETIRED.L1_HIT,MEM_LOAD_RETIRED.L2_HIT,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_HIT,MEM_LOAD_RETIRED.L3_MISS,IPC,L1_miss_rate,L2_miss_rate,L3_miss_rate
1,1739817258.6913202,1231493903.6359882,52870732.31954044,620340795.6350685,9763999.268585628,21466757.73651964,16697659.688010354,0.0,0.0,0.09703048434674179,0.011764681962646639,0.10469222870938391,
2,1735674194.45093,1233877881.3673103,52790314.98779613,619135183.8207048,9679873.126414662,21418023.97985847,16674851.80564091,0.0,0.0,0.09589432368313203,0.011743659810640591,0.10367713462501228,
3,1717295425.5590897,1242621648.3589358,52889222.353827104,612847287.2752109,9800546.636722164,21517545.09077504,16691290.582316106,0.0,0.0,0.09479708344802683,0.011703841292632093,0.10500337812586132,
