rep,instructions,cycles,L2_RQSTS.MISS,L2_RQSTS.REFERENCES,MEM_LOAD_COMPLETED.L1_MISS_ANY,MEM_LOAD_RETIRED.L1_HIT,MEM_LOAD_RETIRED.L2_HIT,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,TOPDOWN.SLOTS_P,TOPDOWN.MEMORY_BOUND_SLOTS,MEMORY_ACTIVITY.STALLS_L1D_MISS,MEMORY_ACTIVITY.STALLS_L2_MISS,IPC,L1_miss_rate,L2_miss_rate,MemBound_frac,StallL1D_per_cyc,StallL2_per_cyc
1,26092280771.80278,57561726064.17752,827735116.9563594,1142979038.3341916,482764959.5758239,8748356611.33033,56015999.03887744,204161017.96266735,147830113.22039136,172412666609.54416,103941831927.70738,43949878401.73481,43553803055.02665,0.449833261776034,0.0246198319443721,0.7277043858893455,0.6055000471920728,0.764136864524124,0.7572734180925987
2,25993750586.19103,57526575987.3059,812351459.5491949,1118284179.7303858,496592450.3614873,8697425762.337082,63175612.61512905,212423193.45361614,149029553.8145924,172309872438.52554,102295183178.30424,43986615005.20189,43613077752.985306,0.4482531908558032,0.025685895774227262,0.7316724547838812,0.5964828620620396,0.7652749742320026,0.7587936868770934
3,26185782713.888546,57543612235.07448,845682376.6068805,1155990783.6445045,496822495.3360392,8772716512.640123,63641530.10153331,211860577.85736373,148005019.00219044,172360088849.14032,103330112895.15784,43930684050.34905,43555041854.26041,0.4513444408573645,0.025495382360969775,0.7355123861227134,0.602262909365971,0.7641129552507165,0.7576024890701637
