rep,file,ticks,ts_start,ts_end,duration_s
1,epidemiology_1.perf,1955,1.001128345,1957.82301644,1956.8218880949998
2,epidemiology_2.perf,1955,1958.824441523,3915.635033546,1956.8105920230003
3,epidemiology_3.perf,1955,3916.636495711,5873.446022314,1956.8095266030004
