rep,l2_mpki,lfmr,ipc,l1_miss_rate,l2_hit_rate,l2_miss_rate,l3_miss_rate
1,7.01221175200963,0.8043389302647709,0.45770154546899416,0.026431798134618396,0.19559087004933873,0.8043961062291385,
2,7.044291008176714,0.8046482630780549,0.4585905686507507,0.02663619433616246,0.19540563486330992,0.804602595203802,
3,7.021526735886343,0.8047809203367977,0.45880712288952097,0.026467574941022035,0.19523335263967573,0.8047686692051446,
