rep,llc_mpki,lfmr,ipc,mem_bound_frac,l1_stall_frac,l2_stall_frac,l2_hit_rate,l2_miss_rate_req,l1_miss_rate
1,7.018755917898174,0.8336251123124713,0.651912735502663,,,,0.16409889262646468,0.7192218141897192,0.025141852749207973
2,7.009426262631665,0.8337336903413389,0.6530453329530135,,,,0.16402613921127632,0.7208342157684164,0.025097685317194758
3,7.013307314092556,0.8342168295871619,0.6537658394995237,38509.07142130448,,,0.1635407122073978,0.7197760030233553,0.02510079909951497
