metric,description,mean,std,cv_pct,range_pct,damov_threshold,damov_verdict
llc_mpki,LLC MPKI (L2_MISS×1000/instructions),7.079759969748989,0.0045068186280004295,0.06365778850211808,0.1150597685255796,1.0,✓ EXCEEDS
lfmr,LFMR (L2_MISS/L1_MISS),0.8322752437533105,0.0013507953027331716,0.16230151177409674,0.3014277484981794,0.1,✓ EXCEEDS
ipc,IPC (instructions/cycles),0.6528873112674162,0.0031465489137171778,0.48194364623336694,0.930958593614661,1.0,✓ EXCEEDS
mem_bound_frac,Memory-bound fraction (TDB),0.6667274938043359,0.0,0.0,0.0,0.2,✓ EXCEEDS
l1_stall_frac,L1D stall fraction (STALLS_L1D/SLOTS),,,,,—,N/A (no valid ticks)
l2_stall_frac,L2 stall fraction (STALLS_L2/SLOTS),,,,,—,N/A (no valid ticks)
l2_hit_rate,L2 hit rate (L2_HIT/L1_MISS),0.16541593221585302,0.0013198663673366251,0.7979076438745437,1.4785062864654133,—,—
l2_miss_rate_req,L2 miss rate (L2_RQSTS.MISS/L2_RQSTS.REF) — includes prefetcher,0.7188936459372087,0.0003052961205239762,0.04246749463558927,0.08016120867549514,—,—
l1_miss_rate,L1 miss rate (L1_MISS/(L1_HIT+L1_MISS)),0.025655521411352425,2.039663191609951e-05,0.07950191925186957,0.14563312734471393,—,—
